Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,2,0,2,0.0%,0-4,0.0%,5-24,17.2%,0-0,-,2,21.4%,13.3%,0.0%,7.4%,60.0%,42.1%,26.3%,35.8%,33.3%,34.5%,0.52,R32 (Bol)
2017,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,31.3%,18.8%,0.8%,9.1%,60.3%,53.4%,31.3%,44.6%,36.5%,40.7%,0.66,R32 (Quebec City)
2016,12,3,9,25.0%,10-18,35.7%,127-161,44.1%,4-3,57.1%,12,61.4%,25.7%,2.0%,6.1%,63.7%,61.3%,45.7%,55.6%,39.6%,47.6%,0.89,R16 (3x)
2015,15,7,8,46.7%,15-16,48.4%,143-154,48.1%,2-0,100.0%,9,63.1%,40.3%,2.0%,2.9%,69.5%,58.8%,47.9%,55.5%,41.7%,48.6%,0.94,QF (2x)
2014,6,0,6,0.0%,0-12,0.0%,35-73,32.4%,0-1,0.0%,5,-,-,1.7%,9.4%,61.1%,55.7%,33.9%,47.2%,38.4%,42.5%,0.73,R32 (3x)
2013,21,4,17,19.0%,13-36,26.5%,176-263,40.1%,0-6,0.0%,17,-,-,1.5%,6.4%,64.1%,51.9%,42.7%,48.6%,41.8%,45.3%,0.81,QF (Strasbourg)
2012,39,20,19,51.3%,46-42,52.3%,405-398,50.4%,4-5,44.4%,34,-,-,2.2%,6.1%,66.5%,58.0%,44.5%,53.5%,44.3%,48.9%,0.95,SF (Budapest)
2011,21,7,14,33.3%,19-32,37.3%,217-264,45.1%,2-0,100.0%,21,-,-,1.0%,5.3%,71.5%,56.7%,41.1%,52.2%,44.4%,48.1%,0.93,QF (Baku)
2010,14,7,7,50.0%,16-17,48.5%,147-152,49.2%,0-2,0.0%,10,-,-,0.6%,6.4%,72.2%,56.6%,42.1%,52.5%,43.6%,47.9%,0.92,QF (Prague)
2009,5,2,3,40.0%,6-7,46.2%,54-56,49.1%,0-0,-,2,-,-,1.8%,6.7%,65.9%,51.9%,35.7%,46.3%,44.3%,45.3%,0.83,
2008,1,0,1,0.0%,1-2,33.3%,12-18,40.0%,0-0,-,1,-,-,2.2%,11.2%,58.4%,53.8%,35.1%,46.1%,45.7%,45.9%,0.85,R32 (Cincinnati)
2007,6,1,5,16.7%,4-11,26.7%,62-85,42.2%,1-1,50.0%,4,-,-,2.2%,5.3%,63.7%,54.4%,45.7%,51.2%,42.2%,46.9%,0.87,R16 (Cincinnati)
2006,5,2,3,40.0%,4-8,33.3%,49-69,41.5%,2-0,100.0%,5,-,-,0.2%,8.1%,61.0%,53.1%,39.9%,48.0%,45.0%,46.6%,0.86,R32 (Charleston)
2005,1,0,1,0.0%,1-2,33.3%,11-12,47.8%,0-0,-,0,,,,,,,,,,,,R128 (Miami)
Career,150,53,97,35.3%,135-211,39.0%,1451-1753,45.3%,15-18,45.5%,124,57.4%,28.3%,1.6%,6.1%,66.6%,56.5%,42.6%,51.8%,42.8%,47.3%,0.89,
