Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R32 (W60 Rome)
2017,13,6,7,46.2%,12-11,52.2%,104-114,47.7%,2-0,100.0%,0,,,,,,,,,,,,SF (Sumter SC $25K)
2016,18,12,6,66.7%,28-13,68.3%,219-171,56.2%,4-2,66.7%,0,,,,,,,,,,,,F (Sunrise FL $25K)
2015,23,13,10,56.5%,33-20,62.3%,272-218,55.5%,2-4,33.3%,0,,,,,,,,,,,,F (Macon GA $50K)
2014,27,19,8,70.4%,37-20,64.9%,287-247,53.7%,6-1,85.7%,0,,,,,,,,,,,,W (2x)
2013,32,27,5,84.4%,55-17,76.4%,392-244,61.6%,2-2,50.0%,0,,,,,,,,,,,,W (3x)
2012,10,7,3,70.0%,14-9,60.9%,117-92,56.0%,1-1,50.0%,0,,,,,,,,,,,,F (Biella 100K)
2011,27,19,8,70.4%,41-27,60.3%,340-291,53.9%,2-2,50.0%,0,,,,,,,,,,,,W (Cuneo 100K)
2010,31,18,13,58.1%,41-29,58.6%,351-311,53.0%,5-6,45.5%,0,,,,,,,,,,,,W (Grado 25K)
2009,37,22,15,59.5%,49-34,59.0%,401-343,53.9%,8-2,80.0%,0,,,,,,,,,,,,W (Kristienhamn 25K)
2008,46,33,13,71.7%,65-39,62.5%,531-419,55.9%,6-5,54.5%,0,,,,,,,,,,,,W (3x)
2007,14,6,8,42.9%,16-19,45.7%,156-167,48.3%,2-1,66.7%,0,,,,,,,,,,,,QF (Sea Island GA 50K)
2006,11,6,5,54.5%,12-12,50.0%,122-109,52.8%,1-3,25.0%,0,,,,,,,,,,,,SF (Gunma 25K)
2005,3,1,2,33.3%,4-4,50.0%,37-37,50.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (Clearwater FL 10K)
Career,293,189,104,64.5%,407-256,61.4%,3330-2775,54.5%,41-30,57.7%,0,,,,,,,,,,,,
