Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,18,9,9,50.0%,6,3,3,50.0%,2009,2017,R64,13,0.97,1.3%,4.6%,70.0%,57.2%,49.3%,54.9%,43.9%,50.8%,47.9%
Roland Garros,9,Clay,12,3,9,25.0%,4,3,1,75.0%,2009,2019,R128,6,0.80,1.9%,6.0%,66.8%,53.3%,38.8%,48.5%,41.4%,44.4%,40.5%
Wimbledon,8,Grass,12,4,8,33.3%,2,1,1,50.0%,2009,2016,R64,7,0.91,1.6%,5.6%,64.0%,64.9%,40.6%,56.2%,40.1%,55.9%,36.7%
US Open,9,Hard,20,11,9,55.0%,3,1,2,33.3%,2007,2015,R16,10,1.09,1.7%,6.1%,66.1%,61.6%,46.0%,56.3%,47.6%,48.6%,43.6%
Olympics,1,,2,1,1,50.0%,1,1,0,100.0%,2012,2012,R32,2,1.09,2.5%,5.1%,61.4%,68.0%,50.8%,61.4%,42.1%,73.7%,36.8%
Fed Cup,3,,11,9,2,81.8%,1,0,1,0.0%,2009,2012,,0,,,,,,,,,,
Quebec City,10,Hard,20,10,10,50.0%,3,1,2,33.3%,2006,2017,QF,9,0.89,2.6%,7.3%,62.3%,58.8%,40.2%,51.8%,42.8%,48.7%,50.8%
Miami,9,Hard,16,7,9,43.8%,6,3,3,50.0%,2005,2016,R64,13,0.94,0.6%,8.3%,64.6%,56.8%,40.9%,51.2%,46.1%,54.2%,42.6%
Charleston,8,Clay,17,9,8,52.9%,2,2,0,100.0%,2006,2016,R16,14,0.96,2.2%,7.4%,70.4%,56.1%,37.1%,50.5%,47.7%,44.3%,45.4%
Cincinnati,7,Hard,17,9,8,52.9%,7,3,4,42.9%,2007,2014,R16,12,0.97,2.9%,7.5%,62.9%,58.9%,44.1%,53.4%,45.3%,49.6%,49.1%
Birmingham,6,Grass,9,3,6,33.3%,2,0,2,0.0%,2010,2016,R32,8,0.98,4.2%,3.4%,62.3%,62.9%,48.2%,57.4%,41.9%,45.8%,33.3%
Indian Wells,6,Hard,6,0,6,0.0%,0,0,0,-,2006,2016,R128,6,0.83,0.6%,7.8%,59.9%,49.6%,37.1%,44.6%,46.2%,48.1%,53.8%
