Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 ITF Leiria QF,W vs Sebov,0.0%,-,4.2%,100.0%,20.6%,20.0%,0.0%,8.8%,22.2%,0.0%,-,72,68
2024 Merida SF,L vs Sonmez,1.4%,100.0%,6.8%,40.0%,6.8%,12.9%,0.0%,5.7%,25.0%,1.6%,0.0%,-9,24
2024 Merida QF,W vs Sorribes Tormo,5.3%,50.0%,33.6%,77.5%,10.1%,13.6%,0.0%,16.1%,50.0%,3.5%,50.0%,175,123
2024 Australian Open R64,L vs Haddad Maia,0.0%,-,6.2%,50.0%,12.6%,13.6%,13.3%,7.1%,7.1%,1.6%,0.0%,-22,-3
2024 Australian Open R128,W vs Sorribes Tormo,0.0%,-,22.2%,69.4%,16.2%,22.2%,12.5%,9.9%,29.2%,2.0%,33.3%,38,18
2024 Australian Open Q2,W vs Ma,0.0%,-,5.4%,78.6%,4.4%,12.8%,0.0%,9.9%,33.3%,0.9%,20.0%,-47,-36
2024 Australian Open Q3,W vs Bondar,0.0%,-,7.0%,77.8%,20.0%,25.0%,0.0%,13.8%,25.0%,1.9%,75.0%,70,51
Last 52 Weeks (1 matches),,0.0%,-,4.2%,100.0%,20.6%,20.0%,0.0%,8.8%,22.2%,0.0%,-,72,68
Career (7 matches),,1.0%,60.0%,11.8%,71.4%,11.5%,17.5%,11.5%,10.0%,29.1%,1.6%,32.4%,25,22
