Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W50 Leiria QF,W vs Sebov,0.99,2.34,40.6,2.1,15.0%,75.0%,6.3%,81.3%,54.8%,50.0%
2024 Merida SF,L vs Sonmez,0.97,0.77,68.8,3.3,7.1%,57.1%,7.9%,52.6%,38.9%,32.3%
2024 Merida QF,W vs Sorribes Tormo,1.19,1.78,37.0,2.2,0.0%,52.6%,0.0%,60.5%,65.2%,65.0%
2024 Australian Open R64,L vs Haddad Maia,1.08,0.51,40.4,2.2,7.7%,46.2%,0.0%,45.8%,29.2%,21.7%
2024 Australian Open R128,W vs Sorribes Tormo,1.02,1.24,61.3,6.9,2.1%,44.7%,4.8%,61.9%,64.1%,50.0%
2024 Australian Open Q3,W vs Bondar,1.16,1.38,51.4,2.9,5.7%,51.4%,0.0%,63.6%,58.1%,43.3%
2025 (1 matches),,0.99,2.34,40.6,2.1,15.0%,75.0%,6.3%,81.3%,54.8%,50.0%
2024 (5 matches),,1.08,1.10,53.5,2.9,4.3%,50.5%,2.9%,57.7%,51.6%,42.0%
Career (6 matches),,1.07,1.17,51.9,2.8,5.3%,52.9%,3.1%,59.7%,52.2%,43.4%
