Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 ITF Leiria QF,W vs Sebov,30.6%,47.2%,73.9%,30.0%,50.0%,78.6%,37.5%,41.7%,100.0%,35.7%,50.0%,66.7%,16.7%,50.0%,-,47
2024 Merida SF,L vs Sonmez,21.3%,31.3%,50.0%,29.7%,43.2%,53.8%,57.1%,52.2%,50.0%,17.6%,26.5%,46.4%,42.1%,73.3%,75.0%,42
2024 Merida QF,W vs Sorribes Tormo,11.8%,31.6%,54.0%,17.9%,46.2%,56.3%,18.2%,64.7%,60.0%,6.1%,18.2%,51.6%,46.2%,75.0%,66.7%,-56
2024 Australian Open R64,L vs Haddad Maia,22.0%,30.0%,33.3%,26.7%,33.3%,31.8%,52.9%,23.1%,33.3%,17.6%,29.4%,35.7%,71.4%,30.0%,0.0%,54
2024 Australian Open R128,W vs Sorribes Tormo,5.6%,24.7%,52.5%,10.9%,32.6%,53.7%,13.6%,45.8%,40.0%,0.0%,17.9%,51.3%,11.1%,38.1%,83.3%,-119
2024 Australian Open Q2,W vs Ma,15.7%,24.4%,44.3%,22.4%,34.2%,49.2%,41.9%,44.4%,50.0%,7.3%,12.2%,36.8%,26.3%,31.8%,16.7%,-51
2024 Australian Open Q3,W vs Bondar,16.2%,25.0%,53.8%,20.5%,31.8%,62.9%,25.0%,50.0%,83.3%,10.5%,15.8%,35.3%,10.0%,44.4%,0.0%,-23
Last 52 Weeks (1 matches),,30.6%,47.2%,73.9%,30.0%,50.0%,78.6%,37.5%,41.7%,100.0%,35.7%,50.0%,66.7%,16.7%,50.0%,-,47
Career (7 matches),,16.0%,28.7%,50.1%,21.6%,37.3%,53.7%,33.6%,46.8%,56.3%,10.7%,21.3%,45.5%,30.4%,49.5%,52.0%,-15
