Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,47,29,18,61.7%,58-47,55.2%,482-462,51.1%,4-5,44.4%,1,45.5%,25.0%,4.8%,4.8%,66.7%,64.3%,19.0%,49.2%,40.2%,44.0%,0.79
Clay,253,172,81,68.0%,370-200,64.9%,2873-2224,56.4%,24-21,53.3%,4,42.6%,34.0%,1.5%,6.9%,64.1%,53.7%,39.2%,48.5%,43.4%,46.0%,0.84
Finals,18,12,6,66.7%,26-10,72.2%,184-138,57.1%,2-1,66.7%,0,,,,,,,,,,,
Semi-finals,37,18,19,48.6%,44-47,48.4%,426-414,50.7%,1-6,14.3%,0,,,,,,,,,,,
Quarter-finals,55,38,17,69.1%,75-44,63.0%,588-465,55.8%,3-5,37.5%,0,,,,,,,,,,,
vs Righties,174,105,69,60.3%,233-168,58.1%,1948-1678,53.7%,18-19,48.6%,3,43.3%,24.2%,2.9%,5.7%,60.0%,58.7%,34.5%,49.0%,38.8%,43.9%,0.76
vs Lefties,22,19,3,86.4%,36-9,80.0%,245-152,61.7%,4-0,100.0%,0,,,,,,,,,,,
