Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,88,45,43,51.1%,102-102,50.0%,1076-1069,50.2%,29-31,48.3%,88,86.1%,14.6%,13.8%,3.0%,64.2%,76.0%,53.5%,68.0%,33.7%,50.5%,1.05
Clay,21,5,16,23.8%,18-35,34.0%,244-294,45.4%,5-5,50.0%,21,74.8%,16.2%,7.5%,5.0%,58.3%,71.1%,47.3%,61.2%,34.5%,47.6%,0.89
Finals,2,0,2,0.0%,1-4,20.0%,19-28,40.4%,0-1,0.0%,2,78.3%,4.3%,14.2%,3.4%,60.8%,71.1%,55.2%,64.9%,30.7%,46.9%,0.87
Semi-finals,6,2,4,33.3%,5-8,38.5%,60-67,47.2%,1-2,33.3%,6,83.9%,11.3%,14.4%,1.5%,66.3%,74.8%,51.1%,66.8%,30.5%,49.0%,0.92
Quarter-finals,12,6,6,50.0%,13-13,50.0%,144-138,51.1%,4-4,50.0%,12,89.1%,13.1%,15.9%,2.5%,65.3%,76.9%,53.3%,68.7%,33.1%,50.8%,1.06
vs Righties,87,38,49,43.7%,90-113,44.3%,1025-1085,48.6%,25-30,45.5%,87,82.9%,14.9%,12.2%,3.3%,63.0%,74.4%,51.5%,65.9%,34.1%,49.6%,1.00
vs Lefties,16,7,9,43.8%,20-20,50.0%,215-211,50.5%,6-5,54.5%,16,86.3%,14.0%,14.4%,3.7%,63.7%,77.1%,53.6%,68.6%,32.1%,50.6%,1.02
