Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Rotterdam R32,L vs Cressy,0.0%,-,3.6%,100.0%,38.2%,37.5%,33.3%,26.7%,50.0%,1.1%,100.0%,82,63
2023 Davis Cup Qualifiers RR,W vs Molcan,8.9%,42.9%,14.7%,67.6%,16.4%,29.5%,9.5%,2.9%,14.3%,0.9%,50.0%,-24,3
2023 Pune R32,W vs Albot,2.3%,0.0%,8.5%,60.0%,22.7%,20.8%,14.3%,0.0%,0.0%,0.6%,100.0%,53,83
2022 Florence R32,L vs Ymer,0.0%,-,5.0%,50.0%,4.5%,0.0%,0.0%,0.0%,0.0%,0.0%,-,-32,-12
2022 US Open R64,L vs Ruud,19.2%,73.7%,13.9%,78.8%,19.5%,11.1%,6.7%,0.0%,0.0%,2.0%,50.0%,64,87
2022 US Open R128,W vs Zhang,2.0%,66.7%,6.0%,85.0%,16.2%,18.8%,0.0%,8.7%,0.0%,0.5%,50.0%,85,122
2022 Wimbledon R16,L vs Djokovic,2.9%,66.7%,12.7%,53.6%,11.5%,15.4%,0.0%,2.9%,9.1%,1.5%,20.0%,17,49
2022 Wimbledon R64,W vs Opelka,3.2%,75.0%,8.8%,80.8%,34.3%,33.3%,40.0%,26.3%,33.3%,4.0%,55.6%,72,122
2022 Wimbledon R128,W vs Delbonis,3.2%,50.0%,7.1%,81.8%,26.0%,50.0%,33.3%,12.0%,33.3%,1.2%,100.0%,78,162
2022 s Hertogenbosch F,W vs Medvedev,5.4%,50.0%,10.5%,80.0%,20.3%,41.7%,0.0%,22.2%,66.7%,2.7%,50.0%,18,61
2022 s Hertogenbosch SF,W vs Auger Aliassime,2.7%,0.0%,10.2%,64.7%,22.1%,28.0%,0.0%,18.2%,83.3%,1.2%,50.0%,29,63
2022 s Hertogenbosch QF,W vs Gaston,0.0%,-,12.6%,100.0%,19.0%,20.0%,37.5%,6.7%,0.0%,2.9%,40.0%,28,103
2022 s Hertogenbosch R16,W vs Fritz,2.1%,100.0%,11.1%,83.3%,20.8%,28.6%,37.5%,7.2%,14.3%,1.8%,20.0%,92,112
2022 Forli CH F,L vs Draper,5.7%,0.0%,7.7%,42.9%,7.1%,15.4%,0.0%,17.4%,0.0%,0.7%,0.0%,-8,1
2021 Segovia CH F,L vs Bonzi,1.1%,100.0%,6.8%,60.0%,25.7%,40.0%,66.7%,9.4%,50.0%,0.4%,100.0%,37,68
Career (15 matches),,4.2%,60.4%,9.5%,73.7%,18.9%,26.1%,14.5%,7.4%,25.8%,1.4%,47.9%,38,75
