Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Rotterdam R32,L vs Cressy,29,9,3.2,17.6%,5.5%,16,6,2.7,13.2%,5.0%,9.1%,4.1%,1.5,22.4%,14.5%
2023 Davis Cup RR,W vs Molcan,63,43,1.5,27.2%,18.5%,36,43,0.8,18.6%,22.2%,14.9%,3.1%,0.8,10.8%,14.2%
2023 Pune R32,W vs Albot,33,23,1.4,28.0%,19.5%,19,23,0.8,19.4%,23.5%,17.3%,2.0%,0.7,11.0%,16.1%
2022 Florence R32,L vs Ymer,6,28,0.2,7.5%,35.0%,3,27,0.1,4.0%,36.0%,1.3%,2.7%,1.4,13.8%,10.0%
2022 US Open R64,L vs Ruud,52,48,1.1,21.9%,20.3%,32,39,0.8,16.2%,19.7%,10.6%,2.0%,0.8,12.2%,14.8%
2022 US Open R128,W vs Zhang,72,68,1.1,21.6%,20.4%,46,55,0.8,17.1%,20.4%,12.3%,2.6%,1.1,15.3%,14.1%
2022 Wimbledon R16,L vs Djokovic,41,53,0.8,18.6%,24.0%,21,48,0.4,11.2%,25.7%,9.1%,1.6%,1.5,13.1%,8.6%
2022 Wimbledon R32,W vs Basilashvili,30,22,1.4,17.6%,12.9%,9,14,0.6,6.8%,10.6%,4.5%,1.5%,0.4,7.6%,20.0%
2022 Wimbledon R64,W vs Opelka,52,28,1.9,17.7%,9.5%,35,21,1.7,14.0%,8.4%,8.4%,2.8%,1.4,15.0%,10.5%
2022 Wimbledon R128,W vs Delbonis,35,18,1.9,22.4%,11.5%,20,17,1.2,14.6%,12.4%,8.0%,5.8%,0.8,8.3%,10.9%
2022 s Hertogenbosch F,W vs Medvedev,20,13,1.5,21.1%,13.7%,15,12,1.3,18.8%,15.0%,12.5%,6.3%,0.6,11.6%,20.0%
2022 s Hertogenbosch SF,W vs Auger Aliassime,21,23,0.9,12.6%,13.8%,11,22,0.5,8.3%,16.5%,4.5%,3.8%,1.6,23.4%,15.0%
2022 s Hertogenbosch QF,W vs Gaston,31,19,1.6,23.0%,14.1%,19,19,1.0,16.2%,16.2%,11.1%,5.1%,0.8,10.4%,13.3%
2022 s Hertogenbosch R16,W vs Fritz,44,49,0.9,20.3%,22.6%,26,46,0.6,14.3%,25.3%,9.9%,4.4%,0.9,12.4%,13.4%
2022 Forli 4 CH F,L vs Draper,14,19,0.7,15.4%,20.9%,6,19,0.3,8.7%,27.5%,5.8%,2.9%,1.9,23.1%,12.1%
2021 Segovia CH F,L vs Bonzi,38,39,1.0,17.1%,17.6%,25,34,0.7,12.9%,17.5%,8.8%,2.6%,0.8,14.9%,17.6%
Career (16 matches),,581,502,1.2,19.8%,17.1%,339,445,0.8,13.9%,18.3%,9.6%,3.2%,1.0,14.0%,13.9%
