Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Rotterdam R32,L vs Cressy,51.4%,64.9%,60.6%,58.2%,53.2%,72.3%,77.3%,64.0%,27.3%,44.0%,-,54.2%,58.3%,27.3%,89
2023 Davis Cup Qualifiers RR,W vs Molcan,37.7%,48.1%,54.5%,43.9%,52.1%,61.6%,57.1%,61.0%,41.7%,43.2%,50.0%,6.1%,18.2%,51.6%,-79
2023 Pune R32,W vs Albot,41.4%,58.6%,55.9%,45.7%,52.6%,65.8%,50.0%,59.2%,45.0%,66.7%,0.0%,20.0%,45.0%,62.5%,-79
2022 Florence R32,L vs Ymer,31.0%,33.3%,25.0%,32.1%,33.3%,36.7%,20.0%,35.0%,55.6%,33.3%,80.0%,27.3%,27.3%,37.5%,47
2022 US Open R64,L vs Ruud,37.8%,52.9%,60.0%,48.0%,43.9%,60.6%,70.3%,62.3%,38.2%,40.6%,33.3%,36.4%,52.3%,46.4%,178
2022 US Open R128,W vs Zhang,40.7%,51.4%,50.0%,45.1%,52.0%,62.7%,51.0%,59.7%,51.1%,54.5%,100.0%,30.6%,43.5%,48.8%,160
2022 Wimbledon R16,L vs Djokovic,31.5%,44.4%,36.3%,37.7%,41.3%,56.3%,42.6%,51.0%,40.5%,44.2%,27.3%,15.4%,25.6%,27.3%,32
2022 Wimbledon R64,W vs Opelka,52.1%,65.0%,71.7%,59.0%,63.4%,76.3%,70.6%,73.8%,31.3%,52.5%,50.0%,35.0%,50.0%,73.1%,147
2022 Wimbledon R128,W vs Delbonis,53.2%,68.8%,51.4%,58.4%,69.8%,84.9%,68.8%,77.4%,52.6%,50.0%,100.0%,17.4%,34.8%,36.8%,-16
2022 s Hertogenbosch F,W vs Medvedev,42.9%,57.1%,65.2%,54.3%,48.4%,67.7%,68.8%,63.9%,71.4%,41.2%,0.0%,30.0%,30.0%,57.1%,59
2022 s Hertogenbosch SF,W vs Auger Aliassime,40.5%,59.5%,55.1%,47.9%,43.3%,60.0%,47.1%,53.7%,48.1%,60.6%,50.0%,34.8%,60.9%,73.3%,-16
2022 s Hertogenbosch QF,W vs Gaston,52.6%,70.2%,70.4%,64.7%,57.5%,80.0%,88.2%,74.8%,53.8%,48.1%,-,41.2%,47.1%,40.0%,-79
2022 s Hertogenbosch R16,W vs Fritz,38.3%,53.9%,54.4%,47.1%,50.7%,67.1%,66.7%,64.7%,36.1%,45.9%,33.3%,17.9%,33.3%,40.6%,29
2022 Forli CH F,L vs Draper,30.2%,37.2%,30.0%,34.0%,36.4%,42.4%,28.6%,41.2%,43.8%,58.8%,33.3%,10.0%,20.0%,33.3%,-79
2021 Segovia CH F,L vs Bonzi,37.1%,59.0%,57.4%,43.8%,49.1%,73.7%,62.1%,61.4%,52.2%,52.9%,33.3%,25.6%,46.5%,53.1%,79
Career (15 matches),,41.3%,55.3%,53.1%,48.1%,50.8%,65.5%,57.1%,61.4%,44.2%,49.6%,46.3%,26.9%,41.1%,47.8%,73
