Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Rotterdam R32,L vs Cressy,6% (1/16),0% (0/1),0/2,14% (2/14),0% (0/2),0/0,0/0,2/2,0/0,1/1
2023 Davis Cup RR,W vs Molcan,25% (4/16),50% (2/4),0/2,24% (4/17),50% (2/4),2/2,1/1,2/2,1/1,0/0
2023 Pune R32,W vs Albot,20% (2/10),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2022 Florence R32,L vs Ymer,0% (0/8),- (0/0),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,1/1
2022 US Open R64,L vs Ruud,19% (4/21),25% (1/4),1/4,29% (6/21),33% (2/6),1/1,0/0,4/4,0/0,1/1
2022 US Open R128,W vs Zhang,32% (8/25),50% (4/8),0/2,24% (6/25),67% (4/6),4/4,2/2,2/2,1/1,2/2
2022 Wimbledon R16,L vs Djokovic,18% (3/17),33% (1/3),0/5,63% (10/16),40% (4/10),1/1,1/1,1/2,0/0,0/0
2022 Wimbledon R32,W vs Basilashvili,47% (7/15),86% (6/7),1/2,14% (2/14),0% (0/2),3/4,1/2,0/0,0/0,0/0
2022 Wimbledon R64,W vs Opelka,17% (4/23),25% (1/4),0/0,9% (2/23),100% (2/2),1/1,1/1,4/4,0/0,0/0
2022 Wimbledon R128,W vs Delbonis,46% (6/13),83% (5/6),0/1,14% (2/14),50% (1/2),5/5,2/2,3/3,1/1,0/0
2022 s Hertogenbosch F,W vs Medvedev,75% (6/8),67% (4/6),0/1,11% (1/9),0% (0/1),2/3,1/1,0/0,1/1,0/0
2022 s Hertogenbosch SF,W vs Auger Aliassime,21% (3/14),33% (1/3),0/2,14% (2/14),0% (0/2),1/1,1/1,0/0,0/0,0/0
2022 s Hertogenbosch QF,W vs Gaston,18% (2/11),50% (1/2),0/0,0% (0/11),- (0/0),1/1,1/1,0/0,1/1,0/0
2022 s Hertogenbosch R16,W vs Fritz,18% (3/17),100% (3/3),0/1,12% (2/17),50% (1/2),0/1,0/0,2/2,0/0,0/0
2022 Forli 4 CH F,L vs Draper,25% (2/8),0% (0/2),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,1/1
2021 Segovia CH F,L vs Bonzi,33% (5/15),20% (1/5),0/0,25% (4/16),75% (3/4),1/1,1/1,2/3,0/0,0/1
2019 M25 Namangan F,W vs Safiullin,29% (5/17),80% (4/5),0/2,18% (3/17),33% (1/3),3/4,2/2,1/1,1/1,1/1
2019 M25 Namangan SF,W vs Kravchuk,33% (4/12),50% (2/4),0/1,17% (2/12),50% (1/2),1/2,1/2,1/1,1/1,0/0
2019 M25 Namangan QF,W vs Vasilenko,50% (4/8),75% (3/4),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2019 M25 Namangan R16,W vs Vidal Azorin,62% (8/13),75% (6/8),1/1,21% (3/14),33% (1/3),5/6,2/4,0/0,1/3,0/0
2023 (3 matches),,16.7%,57.1%,0.0%,17.1%,42.9%,100.0%,100.0%,100.0%,100.0%,100.0%
2022 (12 matches),,26.7%,56.3%,7.7%,23.0%,34.1%,86.4%,90.9%,94.7%,100.0%,100.0%
2021 (1 matches),,33.3%,20.0%,-,25.0%,75.0%,100.0%,100.0%,66.7%,-,0.0%
2019 (28 matches),,41.8%,73.0%,23.5%,20.5%,36.1%,90.8%,88.2%,75.0%,88.2%,60.0%
2018 (4 matches),,28.9%,61.5%,37.5%,34.0%,37.5%,100.0%,50.0%,71.4%,50.0%,50.0%
Career (58 matches),,31.2%,65.6%,16.3%,24.8%,36.6%,91.0%,87.9%,85.5%,88.5%,78.3%
