Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,26,15,11,57.7%,14,6,8,42.9%,1996,2010,SF,25,1.02,6.1%,4.1%,63.2%,70.3%,46.0%,61.4%,39.3%,61.5%,41.5%
Roland Garros,15,Clay,27,12,15,44.4%,16,8,8,50.0%,1996,2010,R16,26,0.99,5.2%,2.2%,64.5%,68.0%,49.4%,61.4%,38.2%,63.1%,38.3%
Wimbledon,10,Grass,18,8,10,44.4%,10,6,4,60.0%,1996,2009,QF,18,0.94,6.3%,3.4%,60.3%,73.0%,42.7%,61.0%,36.6%,57.9%,39.4%
US Open,14,Hard,23,9,14,39.1%,11,4,7,36.4%,1996,2009,R32,19,0.96,6.8%,3.5%,61.5%,69.4%,46.2%,60.5%,37.9%,55.0%,38.5%
Olympics,3,,3,0,3,0.0%,2,0,2,0.0%,1996,2008,R64,1,0.76,6.7%,1.7%,66.7%,67.5%,50.0%,61.7%,29.2%,0.0%,0
Davis Cup,16,,57,41,16,71.9%,27,19,8,70.4%,1994,2010,,0,,,,,,,,,,
Miami Masters,13,Hard,30,16,14,53.3%,9,5,4,55.6%,1996,2010,QF,27,0.97,6.7%,3.6%,60.3%,69.5%,49.0%,61.4%,37.3%,65.4%,42.4%
Kitzbuhel,11,Clay,38,28,10,73.7%,12,8,4,66.7%,1997,2009,W,35,1.15,6.0%,3.0%,60.6%,72.4%,49.6%,63.4%,42.2%,65.6%,44.2%
Rome Masters,10,Clay,20,10,10,50.0%,7,5,2,71.4%,1998,2010,SF,19,1.00,3.9%,3.0%,60.7%,65.3%,51.1%,59.7%,40.5%,51.7%,43.3%
Barcelona,9,Clay,21,11,10,52.4%,9,3,6,33.3%,1998,2010,QF,19,1.03,5.2%,2.2%,61.2%,67.5%,51.1%,61.1%,40.0%,61.2%,41.8%
Cincinnati Masters,9,Hard,14,5,9,35.7%,5,3,2,60.0%,1998,2009,QF,13,0.91,7.6%,2.9%,62.9%,72.8%,53.8%,65.8%,31.1%,65.3%,39.6%
Indian Wells Masters,8,Hard,20,12,8,60.0%,3,2,1,66.7%,1996,2009,SF,19,1.03,5.9%,3.3%,58.9%,69.1%,49.0%,60.9%,40.2%,58.5%,37.4%
