Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Dominik Hrbaty [SVK],5,5,50.0%,2,1,1,50.0%,1996,2009,5,1.27,9.5%,2.0%,60.2%,77.0%,52.9%,67.4%,41.5%,63.6%,38.5%
9,Juan Carlos Ferrero [ESP],2,7,22.2%,3,3,0,100.0%,2000,2009,9,0.86,8.0%,3.1%,53.3%,70.2%,46.3%,59.1%,35.3%,63.2%,28.9%
9,Sebastien Grosjean [FRA],1,8,11.1%,3,0,3,0.0%,1998,2005,9,0.77,4.2%,4.2%,60.8%,63.6%,42.6%,55.3%,34.6%,49.3%,34.1%
9,Sjeng Schalken [NED],3,6,33.3%,5,3,2,60.0%,1996,2003,6,0.90,7.4%,3.0%,57.9%,68.4%,46.7%,59.2%,36.6%,47.9%,40.5%
8,Jonas Bjorkman [SWE],5,3,62.5%,2,1,1,50.0%,2000,2008,6,0.93,6.0%,5.5%,60.3%,73.6%,40.3%,60.3%,37.0%,56.8%,31.8%
8,Mariano Zabaleta [ARG],1,7,12.5%,2,1,1,50.0%,1999,2006,6,0.78,5.7%,1.8%,60.9%,62.6%,45.9%,56.1%,34.0%,58.2%,28.1%
8,Bohdan Ulihrach [CZE],5,3,62.5%,2,1,1,50.0%,1997,2006,6,1.10,7.6%,4.7%,54.1%,72.2%,49.3%,61.7%,42.0%,72.9%,40.8%
8,Stefan Koubek [AUT],6,2,75.0%,1,1,0,100.0%,1997,2006,7,1.20,6.0%,3.0%,61.7%,71.9%,50.6%,63.7%,43.6%,63.2%,49.0%
8,Albert Costa [ESP],2,6,25.0%,3,0,3,0.0%,1998,2003,8,1.00,6.2%,3.3%,61.1%,71.4%,51.5%,63.7%,36.3%,64.9%,31.6%
8,Gustavo Kuerten [BRA],2,6,25.0%,4,2,2,50.0%,1994,2001,5,0.95,5.1%,3.5%,55.0%,64.7%,52.5%,59.2%,38.9%,57.8%,25.5%
8,Francisco Clavet [ESP],2,6,25.0%,2,1,1,50.0%,1997,2000,8,0.88,5.1%,4.6%,57.6%,69.1%,41.9%,57.6%,37.3%,58.1%,38.8%
8,Pablo Campana [ECU],6,2,75.0%,1,1,0,100.0%,1991,1996,0,,,,,,,,,,
7,Fernando Verdasco [ESP],2,5,28.6%,1,1,0,100.0%,2005,2009,7,0.96,5.2%,2.0%,65.7%,69.8%,47.6%,62.2%,36.5%,51.2%,24.6%
7,Andrei Pavel [ROU],4,3,57.1%,2,1,1,50.0%,1997,2007,6,1.12,5.1%,4.0%,54.6%,73.9%,54.9%,65.3%,39.0%,62.2%,37.7%
7,Andrea Gaudenzi [ITA],5,2,71.4%,3,2,1,66.7%,1997,2003,6,1.08,5.3%,2.5%,59.0%,64.8%,54.9%,60.8%,42.3%,54.1%,51.3%
