Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2010,447,77,118,1652,110,1606,81,1671,,,817,35,,
2009,97,540,59,1767,72,1672,46,1767,64,1628,204,325,109,1542
2008,86,502,82,1724,87,1651,67,1715,64,1630,270,205,,
2007,109,401,72,1733,80,1661,47,1724,56,1644,281,190,,
2006,67,552,80,1709,88,1634,65,1697,,,305,176,,
2005,95,433,131,1637,124,1589,90,1637,,,174,305,,
2004,122,362,91,1708,93,1650,67,1712,,,250,182,,
2003,57,628,55,1800,58,1733,39,1797,37,1690,66,760,64,1603
2002,29,1090,47,1833,49,1772,31,1821,39,1695,120,475,79,1552
2001,23,1170,24,1910,23,1853,9,1910,56,1657,54,1085,,
2000,24,1130,40,1861,32,1816,27,1854,58,1654,94,665,,
1999,8,2284,10,1985,19,1876,7,1930,56,1664,66,982,,
1998,90,545,101,1717,144,1575,82,1722,128,1521,53,1122,,
1997,63,715,68,1796,157,1569,47,1796,97,1572,72,932,,
1996,121,399,116,1711,200,1507,73,1757,115,1548,120,542,,
1995,109,,70,1800,,,44,1809,,,182,306,,
1994,632,,,,,,,,,,512,65,,
1993,326,,,,,,,,,,371,109,,
1991,934,,,,,,,,,,1062,1,,
