Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2001 Rome SF,L vs Ferrero,10.9%,26.6%,44.4%,18.3%,19.4%,38.9%,44.8%,32.5%,40.0%,38.1%,50.0%,0.0%,12.0%,44.0%,-118
2001 Indian Wells QF,L vs Agassi,17.0%,23.4%,29.4%,19.1%,33.3%,44.4%,25.0%,38.9%,33.3%,41.7%,50.0%,8.3%,12.5%,31.8%,-42
2000 Miami QF,L vs Sampras,30.7%,42.7%,54.2%,36.4%,40.4%,51.1%,57.1%,49.6%,16.7%,55.2%,75.0%,16.7%,33.3%,50.0%,39
2000 Indian Wells SF,L vs Corretja,24.6%,35.1%,39.5%,31.1%,40.0%,54.3%,52.4%,50.6%,25.0%,33.3%,-,0.0%,4.5%,27.3%,-118
1999 Paris SF,L vs Agassi,20.2%,31.5%,42.9%,28.7%,27.1%,42.4%,48.8%,39.8%,40.9%,21.6%,33.3%,6.9%,10.3%,33.3%,-45
1999 Australian Open SF,L vs Enqvist,25.8%,35.5%,39.7%,31.0%,35.8%,47.2%,47.1%,44.9%,26.9%,59.3%,87.5%,17.2%,27.6%,29.2%,39
Career (6 matches),,22.1%,33.2%,42.3%,28.2%,32.7%,46.4%,47.9%,43.1%,29.9%,41.1%,60.7%,8.5%,17.0%,35.7%,-35
