Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2024,2026,Q2,3,0.96,2.8%,4.0%,63.1%,62.2%,43.1%,55.1%,42.9%,26.7%,40.9%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2025,2025,Q1,1,0.81,3.5%,7.0%,64.9%,56.8%,25.0%,45.6%,44.1%,25.0%,42.9%
US Open,2,Hard,6,4,2,66.7%,2,2,0,100.0%,2023,2025,R128,6,0.95,3.0%,7.3%,56.3%,60.8%,44.9%,53.8%,43.7%,45.5%,49.1%
Rabat,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2023,2024,R32,4,0.96,1.0%,7.6%,60.0%,55.2%,48.3%,52.4%,45.8%,39.4%,39.5%
