Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Nonthaburi R32,W vs Akita,1.00,1.24,61.3,4.1,-,66.7%,-,52.2%,46.5%,53.8%
2019 W25 Nonthaburi R32,W vs Brouleau,1.10,1.41,51.7,3.3,-,61.8%,-,62.1%,44.8%,54.2%
2019 W25 Namangan R32,L vs Lodikova,0.84,0.73,49.9,2.3,0.0%,50.0%,0.0%,50.0%,47.4%,39.5%
2019 W25 Andijan R16,W vs Bhatia,0.99,1.16,70.3,4.9,1.7%,55.0%,1.8%,63.2%,47.3%,49.0%
2019 W15 Shymkent F,L vs Zakharova,0.88,0.31,25.0,2.0,-,17.6%,-,23.1%,35.0%,21.1%
2019 W15 Shymkent QF,W vs Zhuravleva,1.12,1.17,66.0,6.8,0.0%,60.4%,0.0%,47.8%,50.0%,45.3%
2019 W15 Shymkent SF,L vs Curovic,0.92,0.71,50.4,2.1,5.9%,61.8%,0.0%,34.4%,46.7%,33.3%
2019 W15 Shymkent R16,W vs Kalinina,1.05,1.46,49.8,3.3,6.3%,56.3%,6.9%,58.6%,59.5%,58.8%
2019 W15 Sharm El Sheikh SF,L vs Soylu,0.92,0.89,93.2,6.0,0.0%,63.0%,0.0%,46.2%,35.1%,53.7%
2019 W15 Sharm El Sheikh QF,W vs Sherif,1.35,1.27,50.1,2.2,2.9%,70.6%,0.0%,65.6%,26.9%,33.3%
2019 W15 Sharm El Sheikh R16,W vs Hartono,1.02,1.33,51.6,2.2,0.0%,61.9%,0.0%,62.5%,52.6%,45.5%
2019 W15 Sharm El Sheikh R32,W vs Hering,1.17,1.72,45.4,2.6,0.0%,67.9%,0.0%,76.0%,45.7%,37.5%
2019 W15 Sharm El Sheikh R16,L vs De Vroome,0.89,0.84,62.4,2.4,2.1%,53.2%,0.0%,47.6%,46.2%,47.4%
2019 W15 Sharm El Sheikh R32,W vs Vedder,1.08,1.01,102.7,5.4,0.0%,67.2%,0.0%,60.7%,36.7%,30.2%
2019 W15 Monastir F,L vs Bjorklund,1.00,0.67,45.1,2.0,0.0%,51.6%,0.0%,41.4%,31.3%,41.4%
2019 W15 Monastir SF,W vs Moratelli,1.04,1.15,74.7,8.0,0.0%,66.7%,0.0%,49.1%,43.6%,49.0%
2019 W15 Monastir QF,L vs Komardina,0.98,0.57,46.6,2.2,-,51.7%,-,51.7%,33.3%,23.1%
2017 Colombo $15K F,W vs Yadlapalli,1.13,1.39,61.1,3.0,0.0%,47.1%,3.0%,63.6%,53.1%,56.7%
2017 Artvin $60K R32,L vs Kazionova,1.04,0.87,77.3,4.6,0.0%,45.8%,0.0%,51.1%,33.3%,54.1%
2017 Hua Hin $25K R16,L vs Sizikova,0.91,0.70,50.0,2.2,2.9%,58.8%,3.3%,33.3%,39.1%,42.9%
2019 (17 matches),,1.02,1.02,63.2,3.0,1.0%,59.7%,0.5%,53.4%,43.5%,43.6%
2017 (13 matches),,1.08,0.95,61.5,3.1,0.6%,52.7%,0.6%,53.3%,39.2%,43.3%
2016 (23 matches),,1.02,1.00,56.7,2.6,0.0%,50.6%,0.5%,52.6%,46.2%,49.1%
2015 (2 matches),,1.05,1.02,42.2,2.2,0.0%,47.1%,0.0%,44.7%,48.1%,57.1%
2014 (4 matches),,1.03,1.04,53.6,3.4,0.0%,56.6%,0.0%,46.9%,51.1%,45.3%
Career (60 matches),,1.03,0.99,59.0,2.8,0.4%,54.1%,0.5%,52.3%,44.1%,45.9%
