Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Nonthaburi R32,W vs Akita,52% (11/21),86% (6/7),2/3,1/1,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2019 W25 Nonthaburi R32,W vs Brouleau,89% (8/9),100% (4/4),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Namangan R32,L vs Lodikova,45% (5/11),22% (2/9),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2019 W25 Andijan R16,W vs Bhatia,50% (11/22),40% (6/15),2/8,1/5,80% (16/20),1/2,0/0,- (0/0),- (0/0)
2019 W15 Shymkent F,L vs Zakharova,- (0/0),0% (0/3),0/0,0/0,25% (2/8),1/3,0/1,- (0/0),- (0/0)
2019 W15 Shymkent QF,W vs Zhuravleva,47% (9/19),29% (6/21),2/6,1/1,64% (9/14),2/3,0/0,- (0/0),- (0/0)
2019 W15 Shymkent SF,L vs Curovic,31% (4/13),50% (2/4),0/0,0/0,38% (3/8),1/3,1/2,- (0/0),- (0/0)
2019 W15 Shymkent R16,W vs Kalinina,60% (6/10),58% (7/12),2/5,1/4,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh SF,L vs Soylu,50% (9/18),71% (5/7),1/2,0/0,33% (3/9),5/7,2/3,33% (2/6),50% (3/6)
2019 W15 Sharm El Sheikh QF,W vs Sherif,77% (10/13),67% (2/3),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R16,W vs Hartono,80% (8/10),50% (4/8),2/6,1/1,73% (8/11),0/0,0/0,100% (4/4),75% (3/4)
2019 W15 Sharm El Sheikh R32,W vs Hering,75% (9/12),33% (3/9),2/4,1/3,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R16,L vs De Vroome,44% (7/16),42% (5/12),1/1,0/0,50% (6/12),2/4,2/3,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,W vs Vedder,65% (13/20),75% (3/4),2/6,1/3,63% (5/8),1/2,1/1,78% (7/9),33% (3/9)
2019 W15 Monastir F,L vs Bjorklund,71% (5/7),20% (2/10),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2019 W15 Monastir SF,W vs Moratelli,55% (11/20),40% (6/15),2/3,1/1,75% (12/16),0/1,0/0,- (0/0),- (0/0)
2019 W15 Monastir QF,L vs Komardina,50% (4/8),0% (0/4),0/0,0/0,67% (8/12),2/4,1/2,- (0/0),- (0/0)
2017 Colombo $15K F,W vs Yadlapalli,75% (6/8),70% (7/10),2/2,1/1,44% (4/9),0/0,0/0,- (0/0),- (0/0)
2017 Artvin $60K R32,L vs Kazionova,45% (5/11),71% (5/7),1/1,0/0,59% (10/17),3/5,2/3,- (0/0),- (0/0)
2017 Hua Hin $25K R16,L vs Sizikova,57% (4/7),100% (3/3),0/0,0/0,33% (3/9),1/3,0/1,- (0/0),- (0/0)
2019 (17 matches),,56.8%,42.9%,45.8%,47.6%,57.8%,47.2%,56.3%,68.4%,47.4%
2017 (13 matches),,54.2%,50.0%,59.1%,62.5%,58.2%,55.0%,61.9%,35.3%,47.1%
2016 (23 matches),,51.6%,44.3%,65.9%,60.0%,53.5%,44.4%,31.3%,40.0%,65.0%
2015 (2 matches),,58.3%,61.5%,40.0%,33.3%,23.1%,0.0%,0.0%,-,-
2014 (4 matches),,52.3%,46.5%,62.5%,50.0%,45.5%,28.6%,50.0%,-,-
Career (60 matches),,53.7%,45.5%,55.6%,53.6%,54.4%,46.6%,50.0%,48.2%,53.6%
