Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,14,7,7,50.0%,15-11,57.7%,116-106,52.3%,1-0,100.0%,0,,,,,,,,,,,,QF (3x)
2023,37,15,22,40.5%,33-46,41.8%,341-387,46.8%,5-4,55.6%,0,,,,,,,,,,,,SF (W15 Ust-Kamenogorsk)
2022,32,13,19,40.6%,31-38,44.9%,286-309,48.1%,2-0,100.0%,0,,,,,,,,,,,,SF (W25 Ust-Kamenogorsk)
2021,36,16,20,44.4%,38-43,46.9%,355-382,48.2%,2-5,28.6%,0,,,,,,,,,,,,QF (4x)
2020,28,16,12,57.1%,34-30,53.1%,303-263,53.5%,2-2,50.0%,0,,,,,,,,,,,,W (W15 Monastir)
2019,47,28,19,59.6%,59-48,55.1%,523-486,51.8%,8-5,61.5%,0,,,,,,,,,,,,F (2x)
2018,30,16,14,53.3%,35-30,53.8%,294-287,50.6%,3-3,50.0%,0,,,,,,,,,,,,F (Shymkent $15K)
2017,44,22,22,50.0%,51-51,50.0%,453-463,49.5%,3-2,60.0%,0,,,,,,,,,,,,W (Colombo $15K)
2016,48,29,19,60.4%,62-44,58.5%,513-449,53.3%,3-2,60.0%,0,,,,,,,,,,,,F (2x)
2015,16,7,9,43.8%,16-19,45.7%,143-158,47.5%,2-1,66.7%,0,,,,,,,,,,,,QF (Shymkent $10K)
2014,12,5,7,41.7%,12-15,44.4%,109-114,48.9%,0-0,-,0,,,,,,,,,,,,QF (2x)
2013,3,0,3,0.0%,1-6,14.3%,21-43,32.8%,1-0,100.0%,0,,,,,,,,,,,,R32 (3x)
Career,347,174,173,50.1%,387-381,50.4%,3457-3447,50.1%,32-24,57.1%,0,,,,,,,,,,,,
