Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),188,385,100,1718,100,1664,73,1695,80,1619,501,140,,
2025,188,382,81,1748,81,1699,66,1710,71,1634,509,140
2024,481,108,,,,,,,,,,
2023,661,58,,,,,,,,,,
2022,680,40,,,,,,,,,,
2021,70,956,55,1807,66,1734,38,1757,35,1700,,
2020,54,1288,99,1673,71,1684,58,1692,,,170,518
2019,27,1617,37,1863,36,1809,26,1807,30,1736,149,518
2018,11,3240,18,1971,20,1914,15,1871,19,1791,56,1422
2017,16,2475,30,1897,32,1816,22,1816,22,1759,88,792
2016,34,1425,55,1790,57,1732,47,1715,54,1646,194,341
2015,113,551,121,1638,114,1614,90,1636,,,291,203
2013,,,122,1650,101,1638,107,1605,,,,
2012,184,339,98,1712,92,1670,82,1661,,,,
2011,98,678,78,1755,74,1712,79,1669,77,1594,335,175
2010,45,1335,51,1820,46,1769,51,1735,54,1651,208,326
2009,79,802,94,1712,104,1631,79,1652,70,1612,,
2008,195,148,267,1398,267,1348,230,1404,182,1406,,
2007,261,103,,,,,,,,,,
2006,521,27,,,,,,,,,,
