Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,233,122,111,52.4%,278-254,52.3%,2529-2428,51.0%,30-26,53.6%,218,64.8%,36.6%,3.5%,4.0%,59.2%,63.4%,45.1%,56.0%,44.3%,50.1%,1.01
Clay,132,79,53,59.8%,170-123,58.0%,1418-1266,52.8%,12-13,48.0%,125,66.8%,38.5%,2.8%,2.9%,61.5%,62.5%,48.5%,57.1%,45.0%,50.9%,1.05
Grass,42,23,19,54.8%,55-49,52.9%,504-472,51.6%,6-8,42.9%,42,72.4%,35.7%,3.6%,4.0%,60.1%,64.4%,48.3%,58.0%,43.4%,50.7%,1.03
Carpet,2,0,2,0.0%,0-4,0.0%,12-25,32.4%,0-1,0.0%,2,-,-,7.4%,5.0%,62.8%,65.8%,37.8%,55.4%,28.2%,42.0%,0.63
Grand Slams,74,38,36,51.4%,82-82,50.0%,747-747,50.0%,2-8,20.0%,72,66.3%,36.4%,3.3%,3.1%,60.9%,62.1%,46.2%,55.9%,43.8%,49.9%,0.99
Premiers,110,51,59,46.4%,122-133,47.8%,1192-1218,49.5%,13-17,43.3%,107,65.1%,35.9%,3.6%,3.9%,59.4%,62.6%,45.8%,55.7%,43.6%,49.7%,0.99
Internationals,139,82,57,59.0%,184-135,57.7%,1581-1403,53.0%,22-13,62.9%,136,67.6%,38.2%,3.3%,3.8%,59.2%,64.0%,47.5%,57.2%,45.0%,51.1%,1.05
Finals,8,4,4,50.0%,8-10,44.4%,79-92,46.2%,1-0,100.0%,8,58.7%,28.0%,3.8%,2.3%,57.1%,62.0%,46.5%,55.4%,41.1%,48.1%,0.92
Semi-finals,18,8,10,44.4%,18-22,45.0%,183-185,49.7%,1-3,25.0%,18,72.3%,26.8%,4.2%,3.4%,61.4%,66.1%,47.8%,59.0%,41.7%,50.2%,1.02
Quarter-finals,45,17,28,37.8%,43-56,43.4%,445-502,47.0%,8-5,61.5%,43,63.4%,34.7%,2.9%,4.0%,58.8%,60.6%,45.3%,54.3%,42.8%,48.5%,0.94
vs Righties,374,203,171,54.3%,455-395,53.5%,4064-3849,51.4%,45-45,50.0%,356,66.3%,37.4%,3.2%,3.6%,60.1%,63.1%,46.4%,56.4%,44.4%,50.4%,1.02
vs Lefties,29,15,14,51.7%,36-34,51.4%,321-306,51.2%,3-3,50.0%,27,66.9%,33.5%,4.3%,4.6%,59.6%,64.2%,47.7%,57.5%,43.0%,50.1%,1.01
vs Top 10,41,11,30,26.8%,30-65,31.6%,362-511,41.5%,6-1,85.7%,40,57.3%,26.5%,3.4%,3.2%,62.1%,59.0%,43.8%,53.2%,39.6%,46.5%,0.85
