Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,4,3,57.1%,9-8,52.9%,80-82,49.4%,1-0,100.0%,7,69.1%,29.3%,3.3%,2.1%,64.8%,63.9%,48.4%,58.4%,41.2%,50.0%,0.99,QF (W75 Trnava)
2023,6,4,2,66.7%,10-6,62.5%,93-63,59.6%,0-4,0.0%,6,72.0%,50.6%,1.9%,4.5%,61.6%,65.9%,48.6%,59.2%,49.3%,54.1%,1.21,QF (2x)
2016,8,6,2,75.0%,13-5,72.2%,92-58,61.3%,0-1,0.0%,0,,,,,,,,,,,,F (Trnava $100K)
2015,47,37,10,78.7%,76-25,75.2%,551-361,60.4%,5-1,83.3%,0,,,,,,,,,,,,W (4x)
2013,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (Cali)
2012,27,20,7,74.1%,40-20,66.7%,308-231,57.1%,2-0,100.0%,0,,,,,,,,,,,,W (Zwevegem 25K)
2010,9,6,3,66.7%,14-8,63.6%,108-102,51.4%,2-0,100.0%,0,,,,,,,,,,,,QF (3x)
2009,26,20,6,76.9%,43-14,75.4%,314-210,59.9%,4-2,66.7%,0,,,,,,,,,,,,W (2x)
2008,39,28,11,71.8%,61-34,64.2%,486-402,54.7%,5-4,55.6%,0,,,,,,,,,,,,W (3x)
2007,27,16,11,59.3%,34-26,56.7%,275-243,53.1%,1-3,25.0%,0,,,,,,,,,,,,F (2x)
2006,27,20,7,74.1%,42-18,70.0%,314-220,58.8%,5-2,71.4%,0,,,,,,,,,,,,W (2x)
Career,224,161,63,71.9%,342-166,67.3%,2630-1985,57.0%,25-18,58.1%,13,70.5%,39.6%,2.6%,3.2%,63.2%,64.8%,48.5%,58.8%,45.3%,52.0%,1.10,
