Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,25,13,12,52.0%,3,2,1,66.7%,2009,2026,R16,20,0.96,3.6%,3.3%,61.8%,62.5%,46.1%,56.3%,42.1%,52.7%,40.0%
Roland Garros,8,Clay,17,9,8,52.9%,2,0,2,0.0%,2009,2021,R16,14,0.96,2.6%,2.0%,62.3%,60.6%,50.3%,56.7%,41.5%,47.9%,38.4%
Wimbledon,10,Grass,17,7,10,41.2%,4,1,3,25.0%,2008,2025,R32,13,0.92,3.4%,4.0%,62.4%,59.0%,45.2%,53.8%,42.6%,55.5%,51.6%
US Open,12,Hard,32,20,12,62.5%,7,3,4,42.9%,2009,2025,SF,30,1.05,3.1%,3.8%,58.2%,65.3%,44.8%,56.7%,45.6%,58.9%,49.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Fed Cup,8,,23,17,6,73.9%,2,2,0,100.0%,2005,2020,,10,1.14,4.0%,4.1%,60.4%,66.8%,43.5%,57.5%,48.5%,50.7%,62.3%
Auckland,3,Hard,6,3,3,50.0%,4,2,2,50.0%,2010,2026,R32,5,1.02,3.5%,4.0%,60.4%,64.1%,49.4%,58.3%,42.6%,51.1%,39.6%
Limoges 125,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2023,2025,QF,5,1.10,4.5%,4.2%,59.4%,63.4%,49.0%,57.6%,46.7%,59.1%,52.0%
Beijing,6,Hard,15,9,6,60.0%,8,5,3,62.5%,2010,2025,F,15,1.02,4.2%,3.1%,61.8%,65.0%,45.1%,57.4%,43.5%,50.5%,38.8%
Cincinnati,8,Hard,12,4,8,33.3%,4,1,3,25.0%,2011,2025,R16,12,0.93,3.4%,4.0%,60.7%,64.3%,41.4%,55.3%,41.6%,49.5%,45.3%
Montreal,3,Hard,9,6,3,66.7%,2,2,0,100.0%,2018,2025,QF,9,1.00,3.3%,5.9%,59.7%,64.6%,43.3%,56.0%,44.2%,61.9%,47.8%
Rabat,2,Clay,4,2,2,50.0%,0,0,0,-,2016,2025,QF,4,0.95,2.9%,5.8%,65.3%,60.3%,43.2%,54.4%,43.2%,55.6%,51.7%
