Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Wimbledon R128,L vs Paolini,16.3%,20.7%,41.1%,20.0%,23.1%,36.5%,22.6%,38.2%,55.6%,8.7%,17.4%,52.4%,38.5%,30.0%,0.0%,-33
2025 Rabat R32,W vs Kabbaj,16.5%,21.5%,50.0%,16.5%,24.1%,54.5%,30.3%,71.7%,90.0%,21.2%,21.2%,38.5%,25.0%,76.5%,100.0%,73
2021 Madrid R16,L vs Badosa,13.0%,18.3%,43.3%,16.7%,25.0%,50.0%,34.3%,37.8%,50.0%,7.5%,7.5%,32.4%,0.0%,65.2%,100.0%,-46
2021 Adelaide QF,L vs Teichmann,21.4%,23.0%,45.7%,25.0%,27.4%,49.2%,38.1%,50.0%,60.0%,17.1%,17.1%,37.9%,57.1%,19.0%,0.0%,46
2020 US Open R64,L vs Kostyuk,26.3%,38.8%,47.4%,30.6%,46.9%,50.0%,55.0%,44.8%,28.6%,20.7%,27.6%,43.5%,61.5%,62.5%,100.0%,-26
2020 Dubai R32,L vs Vondrousova,19.0%,28.6%,51.5%,16.0%,32.0%,52.4%,61.5%,66.7%,100.0%,25.0%,25.0%,50.0%,33.3%,30.0%,0.0%,-33
2019 Beijing R64,L vs Svitolina,17.0%,27.3%,42.5%,19.3%,33.3%,50.0%,50.0%,48.5%,40.0%,12.9%,16.1%,29.6%,11.8%,14.3%,33.3%,-104
2019 US Open R64,W vs Swiatek,29.9%,37.7%,47.1%,33.3%,45.2%,57.1%,85.0%,50.0%,33.3%,28.1%,31.3%,34.8%,26.7%,35.3%,0.0%,0
2019 Jurmala F,W vs Kawa,26.9%,31.2%,41.2%,33.9%,41.1%,43.2%,50.0%,50.0%,50.0%,16.2%,16.2%,38.7%,11.1%,68.4%,100.0%,-104
2019 Jurmala QF,W vs Bara,17.6%,22.4%,46.3%,24.0%,30.0%,42.1%,25.0%,60.0%,71.4%,9.4%,12.5%,51.7%,11.8%,46.7%,40.0%,-20
2019 Roland Garros R16,L vs Vondrousova,15.2%,21.7%,26.3%,13.3%,23.3%,23.1%,42.9%,68.8%,40.0%,20.0%,20.0%,33.3%,57.1%,25.0%,0.0%,-28
2019 Roland Garros R32,W vs Mertens,18.3%,25.5%,51.6%,21.3%,32.6%,52.9%,53.5%,60.9%,57.1%,14.3%,15.9%,50.0%,3.6%,77.1%,80.0%,-85
2019 Madrid R16,L vs Bertens,14.8%,19.7%,37.3%,15.6%,20.0%,44.7%,31.8%,56.5%,66.7%,13.3%,20.0%,15.4%,0.0%,28.6%,33.3%,-28
2019 Stuttgart R16,W vs Siegemund,25.0%,28.3%,45.5%,31.0%,37.9%,55.0%,33.3%,70.6%,66.7%,20.0%,20.0%,37.5%,0.0%,35.7%,33.3%,-65
2019 Miami R32,L vs Putintseva,23.3%,38.4%,47.2%,34.1%,50.0%,44.8%,31.8%,63.6%,66.7%,7.7%,23.1%,50.0%,8.3%,71.4%,0.0%,-39
2019 Doha R32,L vs Blinkova,23.3%,31.5%,48.1%,25.5%,34.0%,45.7%,83.3%,24.1%,25.0%,22.7%,31.8%,52.9%,18.2%,54.5%,50.0%,82
2019 Australian Open R16,L vs Osaka,23.8%,32.1%,48.4%,24.1%,33.3%,51.2%,45.5%,40.6%,0.0%,23.3%,30.0%,43.5%,33.3%,58.3%,0.0%,-104
2019 Australian Open R64,W vs Andreescu,21.1%,25.3%,48.0%,26.2%,32.3%,52.1%,41.4%,41.7%,25.0%,10.0%,10.0%,40.7%,12.5%,71.4%,100.0%,-104
2019 Brisbane QF,L vs Osaka,23.0%,29.5%,48.8%,26.7%,33.3%,45.5%,61.5%,47.1%,100.0%,22.2%,29.6%,52.4%,25.0%,40.0%,-,52
2018 Zhuhai RR,L vs Muguruza,15.0%,22.1%,48.4%,18.2%,27.3%,59.3%,69.2%,42.5%,20.0%,10.9%,15.2%,34.1%,30.4%,52.2%,20.0%,-78
Last 52 Weeks (2 matches),,16.4%,21.1%,46.1%,18.1%,23.6%,46.6%,26.6%,57.5%,73.7%,16.1%,19.6%,44.7%,31.0%,59.3%,71.4%,31
Career (61 matches),,19.8%,27.4%,46.9%,23.8%,33.4%,50.3%,49.5%,50.4%,55.8%,14.5%,19.6%,41.9%,17.2%,60.0%,70.2%,-19
