Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Wimbledon R128,L vs Paolini,7,26,0.3,4.1%,15.1%,7,22,0.3,4.3%,13.4%,1.8%,2.4%,0.6,16.9%,27.9%
2025 Rabat R32,W vs Kabbaj,37,43,0.9,15.5%,18.0%,34,34,1.0,15.6%,15.6%,7.3%,8.3%,0.8,17.2%,20.5%
2021 US Open R128,L vs Siniakova,18,19,0.9,10.8%,11.4%,15,14,1.1,9.7%,9.1%,7.1%,2.6%,2.5,16.8%,6.6%
2021 Wimbledon R32,L vs Krejcikova,27,31,0.9,12.4%,14.2%,23,24,1.0,11.6%,12.1%,7.1%,3.5%,0.8,20.2%,26.1%
2021 Wimbledon R64,W vs Kostyuk,18,31,0.6,10.8%,18.6%,17,27,0.6,10.8%,17.1%,7.0%,2.5%,0.8,13.8%,18.0%
2021 Wimbledon R128,W vs Diyas,21,14,1.5,18.3%,12.2%,18,13,1.4,16.7%,12.0%,9.3%,7.4%,0.6,12.2%,19.1%
2021 Roland Garros R128,L vs Brady,12,21,0.6,9.7%,16.9%,12,21,0.6,10.2%,17.8%,,,1.1,15.3%,13.7%
2021 Madrid R16,L vs Badosa,34,42,0.8,15.1%,18.7%,31,40,0.8,14.7%,19.0%,9.5%,5.2%,1.0,18.7%,19.1%
2021 Adelaide QF,L vs Teichmann,21,59,0.4,9.0%,25.2%,17,52,0.3,7.8%,23.7%,3.7%,4.1%,0.6,13.7%,22.6%
2021 Australian Open R128,L vs Kanepi,5,17,0.3,5.1%,17.3%,5,17,0.3,5.4%,18.5%,,,0.9,17.3%,20.4%
2020 US Open R64,L vs Kostyuk,5,19,0.3,3.5%,13.5%,4,17,0.2,3.1%,13.3%,1.6%,1.6%,1.3,22.0%,17.0%
2020 US Open R128,W vs Gauff,27,42,0.6,14.6%,22.7%,22,39,0.6,13.7%,24.2%,9.3%,4.3%,0.7,14.6%,22.2%
2020 Dubai R32,L vs Vondrousova,11,26,0.4,10.5%,24.8%,11,25,0.4,11.5%,26.0%,9.4%,2.1%,1.0,18.1%,18.1%
2020 Australian Open R128,L vs Tomljanovic,13,29,0.4,10.9%,24.4%,13,29,0.4,11.8%,26.4%,,,0.9,14.3%,16.0%
2019 Beijing R64,L vs Svitolina,33,43,0.8,17.9%,23.4%,30,43,0.7,17.2%,24.7%,8.0%,9.2%,1.0,16.8%,16.8%
2019 US Open R32,L vs Martic,15,29,0.5,11.1%,21.5%,12,26,0.5,9.7%,21.0%,4.0%,5.6%,1.0,17.0%,17.8%
2019 US Open R64,W vs Swiatek,17,24,0.7,10.2%,14.5%,14,21,0.7,9.0%,13.5%,5.1%,3.8%,0.5,16.9%,33.1%
2019 US Open R128,W vs Bouchard,23,16,1.4,21.3%,14.8%,20,15,1.3,20.0%,15.0%,9.0%,10.0%,0.6,13.9%,25.0%
2019 Jurmala F,W vs Kawa,22,33,0.7,12.0%,18.0%,18,33,0.5,10.3%,18.9%,5.7%,4.6%,0.8,15.3%,18.6%
2019 Jurmala QF,W vs Bara,32,27,1.2,20.6%,17.4%,29,24,1.2,20.0%,16.6%,14.5%,5.5%,1.0,14.2%,14.8%
Career (92 matches),,1831,2498,0.7,13.9%,19.0%,1621,2310,0.7,13.2%,18.9%,6.6%,4.7%,0.8,15.5%,20.6%
