Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Wimbledon R128,L vs Paolini,46% (6/13),83% (5/6),2/6,75% (9/12),33% (3/9),2/5,1/1,1/1,0/0,1/1
2025 Rabat R32,W vs Kabbaj,41% (7/17),100% (7/7),2/5,47% (8/17),25% (2/8),5/7,2/3,1/2,1/1,1/1
2021 US Open R128,L vs Siniakova,45% (5/11),80% (4/5),4/5,70% (7/10),29% (2/7),1/3,0/0,1/1,0/0,1/1
2021 Wimbledon R32,L vs Krejcikova,31% (5/16),80% (4/5),1/2,35% (6/17),33% (2/6),3/4,1/3,1/2,0/0,1/2
2021 Wimbledon R64,W vs Kostyuk,38% (5/13),100% (5/5),2/5,38% (5/13),0% (0/5),3/4,1/1,0/0,1/1,0/0
2021 Wimbledon R128,W vs Diyas,56% (5/9),100% (5/5),1/1,25% (2/8),50% (1/2),4/4,1/1,0/0,0/0,0/0
2021 Roland Garros R128,L vs Brady,56% (5/9),20% (1/5),0/3,44% (4/9),0% (0/4),0/1,0/0,0/1,0/0,0/1
2021 Madrid R16,L vs Badosa,40% (6/15),83% (5/6),3/7,53% (8/15),0% (0/8),2/5,0/1,1/2,0/0,0/1
2021 Australian Open R128,L vs Kanepi,25% (2/8),50% (1/2),0/4,75% (6/8),17% (1/6),1/1,0/0,1/2,0/0,1/1
2020 US Open R64,L vs Kostyuk,9% (1/11),0% (0/1),0/1,20% (2/10),50% (1/2),0/0,0/0,1/1,0/0,0/0
2020 Dubai R32,L vs Vondrousova,22% (2/9),0% (0/2),0/3,38% (3/8),0% (0/3),0/0,0/0,1/1,0/0,0/0
2020 Australian Open R128,L vs Tomljanovic,43% (3/7),0% (0/3),0/4,86% (6/7),17% (1/6),0/0,0/0,0/1,0/0,0/0
2019 Beijing R64,L vs Svitolina,36% (5/14),60% (3/5),1/7,54% (7/13),0% (0/7),1/3,0/1,0/0,0/0,0/0
2019 US Open R32,L vs Martic,33% (3/9),33% (1/3),0/3,60% (6/10),33% (2/6),0/1,0/0,0/1,0/0,0/1
2019 US Open R64,W vs Swiatek,38% (5/13),100% (5/5),1/2,25% (3/12),33% (1/3),4/4,1/1,1/1,0/0,0/0
2019 US Open R128,W vs Bouchard,56% (5/9),100% (5/5),1/2,22% (2/9),0% (0/2),2/4,1/1,0/0,0/0,0/0
2019 Jurmala F,W vs Kawa,47% (7/15),86% (6/7),3/5,44% (7/16),14% (1/7),4/6,2/2,1/2,1/1,1/1
2019 Jurmala SF,W vs Potapova,67% (6/9),83% (5/6),1/2,40% (4/10),25% (1/4),2/5,2/3,0/0,1/1,0/0
2019 Jurmala QF,W vs Bara,45% (5/11),80% (4/5),2/3,47% (7/15),29% (2/7),2/3,1/1,0/0,1/1,0/0
2019 Jurmala R32,W vs Flink,63% (5/8),100% (5/5),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2025 (2 matches),,43.3%,92.3%,36.4%,58.6%,29.4%,58.3%,75.0%,66.7%,100.0%,100.0%
2021 (7 matches),,40.7%,75.8%,40.7%,47.5%,15.8%,63.6%,50.0%,50.0%,100.0%,50.0%
2020 (3 matches),,22.2%,0.0%,0.0%,44.0%,18.2%,-,-,66.7%,-,-
2019 (40 matches),,45.9%,79.4%,38.3%,42.7%,26.8%,68.1%,78.6%,58.7%,70.6%,68.0%
2018 (62 matches),,49.7%,76.4%,35.0%,42.6%,28.1%,71.3%,73.5%,66.1%,72.7%,75.0%
Career (251 matches),,47.7%,78.8%,36.3%,44.3%,26.6%,69.4%,72.3%,65.1%,73.9%,67.7%
