Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Wimbledon R128,L vs Paolini,3.9,4.1,3.7,48.4%,39.6%,47.8%,70.0%,33.6%,16.3%,7.0,8.9,-0.5,-0.3
2025 Rabat R32,W vs Kabbaj,4.5,4.0,5.0,47.1%,52.6%,58.3%,52.2%,51.2%,18.5%,9.5,4.5,2.5,1.4
2021 Madrid R16,L vs Badosa,4.7,5.1,4.2,44.1%,44.1%,51.5%,66.7%,49.1%,16.2%,16.5,8.6,-4.0,-2.1
2021 Adelaide QF,L vs Teichmann,5.1,4.9,5.4,48.1%,46.0%,53.5%,50.0%,44.2%,12.4%,1.0,0.5,11.0,4.3
2020 US Open R64,L vs Kostyuk,4.2,4.4,4.0,51.2%,28.6%,36.4%,33.3%,60.2%,25.0%,-1.5,-1.2,2.0,2.9
2020 Dubai R32,L vs Vondrousova,4.9,4.9,4.9,44.0%,42.3%,35.7%,33.3%,39.1%,12.1%,0.0,0.0,-6.5,-5.5
2019 Beijing R64,L vs Svitolina,4.7,4.7,4.7,55.1%,30.6%,51.9%,47.1%,40.3%,26.8%,0.0,0.0,3.5,2.2
2019 US Open R64,W vs Swiatek,3.8,3.4,4.2,55.4%,51.3%,53.8%,44.4%,49.0%,10.5%,4.0,3.7,9.5,8.1
2019 Jurmala F,W vs Kawa,4.7,4.4,5.0,57.8%,42.9%,48.4%,40.0%,45.0%,17.3%,-1.5,-1.0,3.5,2.2
2019 Jurmala QF,W vs Bara,5.2,4.7,5.9,57.6%,62.8%,50.0%,39.1%,53.7%,13.4%,9.0,5.5,10.5,8.0
2019 Roland Garros R16,L vs Vondrousova,4.2,4.6,3.7,39.0%,33.3%,33.3%,16.7%,38.3%,15.8%,2.0,3.6,-12.5,-15.8
2019 Roland Garros R32,W vs Mertens,5.4,5.5,5.2,54.1%,45.7%,48.1%,57.5%,38.8%,18.2%,28.0,11.8,0.0,0.0
2019 Madrid R16,L vs Bertens,4.2,4.7,3.4,37.5%,31.0%,53.3%,20.0%,61.7%,19.4%,3.0,3.4,-5.0,-10.2
2019 Stuttgart R16,W vs Siegemund,3.3,3.4,3.2,53.3%,53.6%,66.7%,100.0%,57.0%,6.1%,3.5,2.9,-4.0,-4.3
2019 Miami R32,L vs Putintseva,5.4,5.1,5.7,47.9%,58.8%,48.1%,36.4%,42.1%,15.7%,7.0,4.8,-3.0,-1.7
2019 Doha R32,L vs Blinkova,4.9,4.6,5.2,51.4%,57.6%,33.3%,47.4%,47.2%,25.1%,-1.5,-1.1,3.5,2.8
2019 Australian Open R16,L vs Osaka,4.0,3.7,4.2,43.1%,56.5%,52.4%,41.7%,42.6%,33.7%,9.0,8.7,-0.5,-0.4
2019 Australian Open R64,W vs Andreescu,4.5,4.5,4.5,51.8%,47.1%,61.1%,58.3%,54.6%,23.9%,14.0,8.1,12.5,11.2
2019 Brisbane QF,L vs Osaka,4.0,4.4,3.6,42.5%,48.6%,30.8%,45.5%,41.7%,26.0%,5.5,7.6,3.0,3.5
2018 Zhuhai RR,L vs Muguruza,4.7,4.7,4.7,49.1%,43.8%,54.1%,43.5%,48.6%,17.3%,10.5,4.7,9.0,4.5
Last 52 Weeks (2 matches),,4.3,4.1,4.5,47.7%,47.6%,54.2%,57.6%,44.7%,17.5%,8.3,5.7,1.0,0.6
Career (61 matches),,4.4,4.4,4.5,50.3%,48.3%,50.0%,49.8%,46.4%,21.2%,5.8,5.0,1.6,1.4
