Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-02-03),1104,12,,,,,,,,,17,3945,,
2024,1089,13,,,,,,,,,18,3881
2023,525,95,246,1452,247,1406,226,1422,,,,
2022,212,305,202,1511,218,1442,169,1489,,,,
2021,341,182,,,,,,,,,,
2020,639,50,,,,,,,,,182,481
2019,431,96,206,1512,200,1487,191,1463,,,125,613
2018,135,443,175,1551,169,1514,140,1536,159,1447,51,1568
2017,183,307,190,1478,198,1412,138,1507,154,1415,82,844
2016,95,682,126,1635,159,1517,93,1618,127,1514,141,483
2015,184,283,,,,,,,,,134,514
2014,243,192,,,,,,,,,177,335
2013,255,232,,,,,,,,,241,276
2012,190,327,201,1501,230,1397,167,1482,,,185,385
2011,339,140,,,,,,,,,752,32
