Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,12,4,8,33.3%,2,0,2,0.0%,2011,2023,R128,10,0.87,5.3%,6.4%,55.1%,62.8%,43.8%,54.3%,39.9%,50.0%,44.3%
Roland Garros,3,Clay,6,3,3,50.0%,0,0,0,-,2013,2017,R128,3,0.87,4.0%,4.7%,53.0%,51.9%,40.0%,46.3%,46.8%,39.1%,62.5%
Wimbledon,3,Grass,6,3,3,50.0%,2,0,2,0.0%,2016,2018,R128,1,0.91,5.6%,7.4%,66.7%,75.0%,50.0%,66.7%,30.4%,50.0%,0.0%
US Open,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2012,2020,R128,3,0.60,4.5%,6.5%,67.1%,55.8%,47.1%,52.9%,28.2%,33.3%,28.6%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2014,2014,,0,,,,,,,,,,
Bastad 125,2,Clay,4,2,2,50.0%,0,0,0,-,2022,2023,R16,2,1.04,5.3%,7.9%,60.5%,50.0%,56.7%,52.6%,49.4%,37.5%,60.0%
Bogota,5,Clay,12,6,6,50.0%,5,0,5,0.0%,2014,2023,R16,12,1.06,4.0%,10.3%,50.3%,67.5%,44.5%,56.1%,46.6%,59.8%,46.7%
Hua Hin,2,Hard,3,1,2,33.3%,0,0,0,-,2017,2023,R16,3,0.93,3.3%,4.6%,61.4%,60.6%,39.0%,52.3%,44.3%,54.5%,39.1%
Anning,2,Clay,6,5,1,83.3%,1,1,0,100.0%,2018,2019,W,6,1.11,4.8%,13.1%,56.6%,61.6%,43.6%,53.8%,51.2%,42.6%,57.1%
Shenzhen,2,Hard,2,0,2,0.0%,0,0,0,-,2016,2018,R32,2,0.55,2.0%,9.0%,46.0%,50.0%,37.0%,43.0%,31.3%,31.3%,75.0%
Mumbai,2,Hard,6,4,2,66.7%,2,0,2,0.0%,2017,2018,F,6,1.09,3.7%,5.9%,57.3%,68.2%,49.8%,60.3%,43.1%,59.6%,53.6%
