Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Roland Garros R64,L vs Siegemund,1.5%,100.0%,11.1%,56.3%,19.4%,26.1%,0.0%,24.3%,36.8%,2.4%,25.0%,174,126
2020 Roland Garros R128,W vs Riske Amritraj,2.3%,50.0%,11.3%,68.2%,22.1%,29.3%,0.0%,22.6%,35.5%,4.9%,42.9%,166,156
2019 Luxembourg F,L vs Ostapenko,2.0%,100.0%,11.7%,81.8%,19.2%,18.2%,0.0%,5.9%,25.0%,0.0%,-,159,123
2019 Luxembourg SF,W vs Rybakina,0.0%,-,4.8%,50.0%,25.9%,17.4%,0.0%,12.2%,21.4%,1.5%,100.0%,75,105
2019 US Open R16,L vs Vekic,2.4%,50.0%,9.5%,71.4%,31.1%,30.8%,25.0%,12.3%,30.8%,2.6%,16.7%,206,183
2019 US Open R32,W vs Bertens,0.0%,-,10.0%,81.8%,24.0%,30.8%,0.0%,11.9%,33.3%,0.0%,-,156,129
2019 US Open R64,W vs Di Lorenzo,0.0%,-,10.0%,75.0%,23.3%,30.0%,28.6%,6.3%,33.3%,0.6%,0.0%,177,181
2019 Wimbledon R32,L vs Williams,0.0%,-,8.7%,80.0%,35.7%,46.2%,0.0%,9.5%,10.0%,0.0%,-,118,150
2019 Wimbledon R128,W vs Ruse,0.0%,-,7.1%,88.9%,11.4%,16.7%,0.0%,14.3%,25.0%,3.8%,40.0%,95,97
2019 Birmingham F,L vs Barty,0.0%,-,18.0%,68.0%,30.0%,31.6%,0.0%,9.5%,36.4%,1.4%,50.0%,233,152
2019 Doha QF,L vs Halep,0.0%,-,11.6%,77.3%,16.8%,33.3%,0.0%,5.5%,13.3%,1.5%,25.0%,104,62
2019 St Petersburg R16,L vs Zvonareva,2.7%,100.0%,11.5%,72.2%,24.2%,32.6%,0.0%,12.5%,21.1%,1.8%,25.0%,301,180
2019 Auckland F,W vs Andreescu,1.5%,0.0%,11.2%,75.0%,21.9%,26.9%,50.0%,11.8%,26.7%,2.3%,75.0%,161,125
2019 Auckland QF,W vs Bouchard,0.0%,-,0.0%,0.0%,28.4%,0.0%,0.0%,22.9%,0.0%,0.0%,-,280,176
2018 Zhuhai SF,L vs Barty,5.6%,75.0%,15.5%,60.0%,15.3%,16.7%,0.0%,10.0%,50.0%,1.1%,50.0%,123,89
2018 Luxembourg F,W vs Bencic,0.0%,-,10.4%,76.9%,26.5%,37.5%,0.0%,14.3%,22.2%,2.3%,33.3%,147,113
2018 New Haven SF,L vs Sabalenka,7.1%,83.3%,11.3%,88.2%,27.6%,23.1%,0.0%,9.8%,22.2%,4.5%,28.6%,159,117
2018 New Haven R16,W vs Yastremska,4.4%,100.0%,10.4%,80.0%,21.7%,34.6%,0.0%,8.7%,12.5%,2.1%,25.0%,109,138
2018 Wimbledon SF,L vs Williams,0.0%,-,5.0%,60.0%,22.0%,40.0%,0.0%,7.1%,40.0%,1.8%,0.0%,98,77
2018 Wimbledon QF,W vs Bertens,0.0%,-,10.8%,80.0%,25.9%,34.5%,100.0%,20.3%,35.7%,2.5%,50.0%,91,95
Career (50 matches),,0.8%,77.8%,10.4%,70.5%,23.0%,31.8%,23.1%,10.9%,27.6%,1.5%,37.6%,147,119
