Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2020 Roland Garros R64,L vs Siegemund,21.4%,38.6%,42.6%,20.6%,38.2%,40.7%,33.3%,37.5%,0.0%,22.9%,40.0%,44.4%,52.9%,61.1%,50.0%,-70
2020 Roland Garros R128,W vs Riske Amritraj,27.0%,42.7%,45.3%,34.0%,54.0%,42.4%,38.5%,62.5%,60.0%,18.4%,28.9%,48.4%,7.1%,75.0%,75.0%,-73
2019 Luxembourg F,L vs Ostapenko,32.1%,43.4%,38.7%,32.4%,48.6%,44.0%,47.4%,38.9%,33.3%,45.5%,45.5%,16.7%,50.0%,57.1%,-,154
2019 Luxembourg SF,W vs Rybakina,37.2%,48.7%,42.6%,37.3%,47.1%,40.6%,69.6%,32.1%,50.0%,40.0%,56.0%,46.7%,38.5%,75.0%,100.0%,-14
2019 US Open R16,L vs Vekic,36.9%,46.6%,47.5%,54.4%,68.4%,61.5%,37.9%,39.3%,50.0%,17.5%,22.5%,36.4%,28.6%,88.5%,100.0%,53
2019 US Open R32,W vs Bertens,31.1%,50.8%,56.4%,36.4%,60.6%,57.1%,62.5%,23.5%,100.0%,28.0%,44.0%,55.6%,22.2%,75.0%,100.0%,25
2019 US Open R64,W vs Di Lorenzo,32.8%,45.9%,59.5%,41.9%,61.3%,66.7%,66.7%,18.8%,0.0%,26.9%,34.6%,52.6%,16.7%,85.7%,100.0%,57
2019 Wimbledon R32,L vs Williams,38.6%,50.9%,42.4%,51.7%,65.5%,64.3%,54.5%,55.6%,33.3%,26.9%,38.5%,26.3%,26.7%,36.4%,33.3%,-18
2019 Wimbledon R128,W vs Ruse,38.2%,49.1%,54.5%,44.1%,55.9%,63.2%,46.7%,36.8%,100.0%,30.0%,40.0%,42.9%,41.7%,62.5%,-,-46
2019 Birmingham F,L vs Barty,23.9%,41.8%,52.2%,34.1%,53.7%,59.3%,50.0%,31.6%,50.0%,9.5%,28.6%,42.1%,14.3%,92.9%,100.0%,-30
2019 Doha QF,L vs Halep,19.8%,26.4%,39.1%,27.7%,40.4%,52.9%,42.9%,34.6%,25.0%,12.5%,12.5%,25.7%,40.0%,60.0%,100.0%,6
2019 St Petersburg R16,L vs Zvonareva,15.8%,31.6%,59.7%,26.5%,41.2%,60.0%,50.0%,28.6%,0.0%,7.5%,25.0%,59.5%,50.0%,54.2%,33.3%,-46
2019 Auckland F,W vs Andreescu,24.6%,34.8%,46.8%,28.2%,46.2%,60.7%,50.0%,38.1%,50.0%,24.0%,24.0%,26.3%,33.3%,53.8%,50.0%,97
2019 Auckland QF,W vs Bouchard,6.3%,18.8%,63.7%,9.7%,19.4%,67.9%,43.8%,50.0%,0.0%,2.1%,19.1%,58.7%,21.4%,21.2%,0.0%,-96
2018 Zhuhai SF,L vs Barty,29.5%,41.0%,43.4%,37.8%,55.6%,39.3%,52.4%,50.0%,66.7%,19.4%,22.6%,48.0%,33.3%,56.3%,100.0%,-31
2018 Luxembourg F,W vs Bencic,40.7%,57.4%,71.0%,48.6%,71.4%,83.3%,75.0%,52.6%,-,27.8%,33.3%,53.8%,80.0%,30.8%,-,-40
2018 New Haven SF,L vs Sabalenka,22.5%,39.3%,49.2%,27.1%,45.8%,48.6%,45.8%,50.0%,75.0%,20.0%,37.1%,50.0%,31.3%,84.2%,87.5%,73
2018 New Haven R16,W vs Yastremska,36.8%,47.4%,34.6%,47.3%,60.0%,34.5%,42.9%,44.4%,50.0%,28.1%,37.5%,34.8%,30.8%,78.9%,100.0%,137
2018 Wimbledon SF,L vs Williams,28.0%,40.0%,37.5%,30.0%,40.0%,42.9%,61.5%,11.8%,0.0%,31.3%,50.0%,27.3%,42.9%,55.6%,50.0%,137
2018 Wimbledon QF,W vs Bertens,30.4%,41.8%,59.6%,38.5%,51.3%,54.2%,57.9%,60.0%,-,24.3%,35.1%,64.3%,26.7%,50.0%,0.0%,-13
Career (50 matches),,26.5%,39.6%,49.5%,33.1%,48.9%,53.5%,49.7%,39.0%,35.5%,19.1%,29.5%,44.3%,34.4%,55.2%,59.8%,21
