Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Roland Garros R64,L vs Siegemund,58.1%,48.8%,5.4%,3/1,2.09,5.9%,76.7%,45.5%,2.3%,2.29,11.5%,55.6%,60.0%,16.7%,1.89,0.0%
2020 Roland Garros R128,W vs Riske Amritraj,73.6%,57.7%,5.7%,3/3,2.26,12.9%,89.4%,52.5%,4.5%,2.24,22.6%,61.3%,73.7%,9.7%,2.27,3.2%
2019 Luxembourg F,L vs Ostapenko,48.8%,45.0%,7.3%,1/2,2.41,12.9%,50.0%,33.3%,0.0%,2.28,16.0%,45.5%,80.0%,27.3%,2.97,0.0%
2019 Luxembourg SF,W vs Rybakina,62.5%,56.7%,4.2%,0/2,2.75,12.8%,67.9%,52.6%,0.0%,2.81,18.8%,64.7%,63.6%,11.8%,2.61,0.0%
2019 US Open R16,L vs Vekic,61.3%,54.8%,4.2%,3/2,2.45,3.4%,58.8%,40.0%,5.9%,2.36,7.7%,70.2%,72.7%,2.1%,2.52,0.0%
2019 US Open R32,W vs Bertens,55.1%,74.1%,2.0%,0/1,2.19,15.4%,27.8%,60.0%,5.6%,2.21,23.8%,84.6%,77.3%,0.0%,2.16,5.6%
2019 US Open R64,W vs Di Lorenzo,71.2%,64.3%,1.7%,1/0,2.00,19.4%,77.1%,63.0%,2.9%,1.76,38.9%,65.2%,66.7%,0.0%,2.20,0.0%
2019 Wimbledon R32,L vs Williams,53.4%,48.4%,8.6%,1/4,2.37,0.0%,56.1%,43.5%,0.0%,2.25,0.0%,47.1%,62.5%,29.4%,2.45,0.0%
2019 Wimbledon R128,W vs Ruse,54.9%,66.7%,2.8%,1/1,2.50,6.1%,68.2%,70.0%,2.3%,2.26,5.3%,50.0%,55.6%,5.6%,2.83,7.1%
2019 Birmingham F,L vs Barty,54.2%,59.0%,0.0%,0/0,2.36,58.7%,46.5%,45.0%,0.0%,2.57,40.7%,67.9%,73.7%,0.0%,2.06,84.2%
2019 Doha QF,L vs Halep,66.7%,60.6%,7.1%,5/2,2.42,2.9%,69.7%,52.8%,2.6%,2.27,5.9%,61.9%,92.3%,23.8%,2.57,0.0%
2019 St Petersburg R16,L vs Zvonareva,81.5%,33.3%,0.0%,0/0,-,8.9%,81.8%,31.1%,0.0%,-,9.5%,91.3%,38.1%,0.0%,-,8.6%
2019 Auckland F,W vs Andreescu,66.2%,67.3%,9.5%,4/3,2.65,8.5%,64.7%,63.6%,3.9%,2.40,10.7%,76.2%,75.0%,23.8%,3.02,5.3%
2019 Auckland QF,W vs Bouchard,96.0%,33.3%,4.0%,1/3,-,0.0%,98.5%,27.7%,3.0%,-,0.0%,100.0%,45.2%,6.5%,-,0.0%
2018 Zhuhai SF,L vs Barty,55.4%,43.5%,6.0%,2/3,2.46,30.2%,56.0%,46.4%,4.0%,2.13,28.6%,66.7%,38.9%,11.1%,2.83,32.0%
2018 Luxembourg F,W vs Bencic,60.6%,48.8%,1.4%,0/1,2.61,36.7%,61.7%,37.9%,0.0%,2.83,47.1%,66.7%,71.4%,4.8%,2.29,23.1%
2018 New Haven SF,L vs Sabalenka,62.3%,44.7%,11.5%,3/4,2.46,9.5%,66.7%,40.0%,10.0%,2.42,17.1%,60.0%,50.0%,13.3%,2.50,0.0%
2018 New Haven R16,W vs Yastremska,58.8%,56.1%,6.2%,2/4,2.70,5.9%,63.3%,44.7%,6.7%,2.54,10.7%,70.4%,78.9%,7.4%,2.90,0.0%
2018 Wimbledon SF,L vs Williams,58.0%,37.9%,2.0%,0/1,2.57,9.4%,55.2%,25.0%,0.0%,2.60,9.5%,81.3%,53.8%,6.3%,2.50,9.1%
2018 Wimbledon QF,W vs Bertens,68.9%,60.3%,3.8%,1/3,2.26,26.9%,68.3%,53.5%,3.2%,2.39,54.2%,76.9%,70.0%,5.1%,2.15,3.6%
Career (50 matches),,66.6%,54.1%,5.1%,56.9%,2.38,13.4%,68.2%,49.1%,3.3%,2.34,19.7%,73.1%,63.0%,9.2%,2.44,5.4%
