Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Tomas Barrios Vera [CHI],3,2,60.0%,2,2,0,100.0%,2024,2025,5,0.98,5.1%,4.1%,59.9%,67.6%,48.4%,59.9%,39.4%,44.4%,40.6%
5,Jaime Faria [POR],5,0,100.0%,3,3,0,100.0%,2023,2024,1,1.26,5.3%,1.3%,59.2%,86.7%,58.1%,75.0%,31.5%,100.0%,0.0%
4,Alejandro Moro Canas [ESP],0,4,0.0%,2,1,1,50.0%,2025,2026,4,0.84,2.0%,3.7%,57.5%,63.4%,49.6%,57.5%,35.6%,52.9%,24.1%
3,Genaro Alberto Olivieri [ARG],1,2,33.3%,0,0,0,-,2024,2026,3,0.99,3.9%,9.9%,52.6%,65.6%,46.4%,56.5%,43.0%,67.6%,57.1%
3,Adolfo Daniel Vallejo [PAR],2,1,66.7%,0,0,0,-,2024,2026,3,1.02,4.7%,7.3%,58.0%,71.4%,46.9%,61.1%,39.7%,53.3%,50.0%
3,Ugo Blanchet [FRA],1,2,33.3%,1,0,1,0.0%,2023,2026,2,0.82,7.3%,4.8%,48.4%,73.3%,54.7%,63.7%,29.9%,63.6%,20.0%
3,Gastao Elias [POR],2,1,66.7%,1,1,0,100.0%,2024,2025,3,1.16,1.6%,3.6%,59.4%,75.2%,50.0%,64.9%,40.6%,62.5%,50.0%
3,Andrea Guerrieri [ITA],3,0,100.0%,1,1,0,100.0%,2023,2024,1,0.96,5.4%,7.6%,45.7%,71.4%,56.0%,63.0%,35.6%,71.4%,33.3%
3,Valentin Royer [FRA],1,2,33.3%,0,0,0,-,2023,2024,2,0.66,3.6%,3.6%,59.5%,62.1%,37.8%,52.3%,31.7%,46.2%,0.0%
3,Goncalo Oliveira [VEN],2,1,66.7%,1,1,0,100.0%,2022,2023,0,,,,,,,,,,
2,Marco Trungelliti [ARG],0,2,0.0%,0,0,0,-,2024,2026,2,0.86,8.4%,3.9%,52.3%,67.9%,48.6%,58.7%,35.6%,65.0%,27.3%
2,Nikolas Sanchez Izquierdo [ESP],1,1,50.0%,1,1,0,100.0%,2021,2026,2,0.96,1.6%,5.5%,57.9%,62.3%,50.6%,57.4%,40.9%,52.6%,54.5%
2,Juan Carlos Prado Angelo [BOL],1,1,50.0%,1,0,1,0.0%,2024,2026,2,1.03,3.3%,6.7%,58.0%,67.8%,46.0%,58.7%,42.4%,62.5%,44.4%
2,Franco Agamenone [ITA],2,0,100.0%,0,0,0,-,2024,2026,2,1.64,3.8%,3.8%,57.7%,76.7%,63.6%,71.2%,47.4%,66.7%,44.4%
2,Orlando Luz [BRA],1,1,50.0%,0,0,0,-,2024,2026,2,1.08,3.1%,4.7%,59.7%,68.8%,55.8%,63.6%,39.4%,61.5%,38.5%
