Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Curitiba CH R32,L vs Sell,23.4%,36.2%,31.3%,26.6%,39.1%,52.2%,42.9%,45.7%,55.6%,71.4%,100.0%,10.0%,25.0%,22.2%,-26
2024 Estoril R32,L vs Monfils,12.0%,21.3%,58.1%,16.3%,20.6%,32.4%,55.6%,30.0%,43.8%,33.3%,40.0%,5.4%,13.5%,60.0%,-64
Career (2 matches),,16.4%,27.0%,48.9%,20.2%,28.1%,40.4%,51.2%,36.3%,48.0%,50.0%,62.5%,7.0%,17.5%,47.2%,-50
