Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,9,5,64.3%,18-13,58.1%,162-139,53.8%,2-1,66.7%,14,80.7%,28.3%,4.4%,4.0%,61.3%,72.8%,54.7%,65.8%,39.8%,52.6%,1.16,W (Brasilia)
2025,45,23,22,51.1%,55-51,51.9%,523-519,50.2%,10-8,55.6%,45,73.2%,27.1%,3.3%,5.5%,58.8%,67.4%,50.0%,60.2%,40.2%,50.2%,1.01,W (Matsuyama)
2024,56,32,24,57.1%,68-60,53.1%,601-595,50.3%,9-6,60.0%,55,71.8%,28.9%,4.8%,5.6%,55.6%,68.4%,49.3%,59.9%,41.1%,50.4%,1.03,W (Murcia)
2023,8,2,6,25.0%,4-14,22.2%,69-101,40.6%,0-2,0.0%,8,67.9%,14.3%,5.4%,6.7%,57.4%,68.0%,42.6%,57.2%,34.9%,46.2%,0.81,R16 (2x)
Career,123,66,57,53.7%,145-138,51.2%,1355-1354,50.0%,21-17,55.3%,122,73.1%,27.2%,4.2%,5.5%,57.5%,68.5%,49.7%,60.5%,40.2%,50.3%,1.02,
