Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1991,520,,279,1520,,,265,1483,,,,,,
1990,368,1,242,1544,,,210,1506,,,,,,
1989,230,2,134,1646,131,1573,116,1603,,,,,,
1988,176,4,83,1696,87,1608,64,1667,,,,,,
1987,71,11,61,1761,62,1661,46,1709,79,1588,,,,
1986,61,13,65,1755,65,1656,43,1727,94,1565,,,,
1985,,,95,1670,88,1594,57,1670,106,1528,,,,
1981,,,13,1955,12,1798,9,1922,24,1703,,,,
1980,,,23,1838,19,1725,16,1801,29,1666,,,,
1979,,,15,1895,15,1745,6,1862,14,1780,,,,
1978,,,14,1865,12,1735,4,1886,12,1770,,,,
1977,,,14,1871,30,1626,4,1882,16,1732,,,,
1976,,,31,1786,47,1600,15,1788,51,1595,,,,
1975,,,70,1645,80,1492,60,1621,,,,,,
