Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,5,1,4,20.0%,0,0,0,-,1977,1989,R16,0,,,,,,,,,,
Roland Garros,11,Clay,39,27,12,69.2%,6,4,2,66.7%,1974,1989,SF,0,,,,,,,,,,
Wimbledon,8,Grass,14,6,8,42.9%,0,0,0,-,1976,1987,R16,0,,,,,,,,,,
US Open,9,Hard,18,9,9,50.0%,1,0,1,0.0%,1979,1987,R16,0,,,,,,,,,,
Fed Cup,2,,7,5,2,71.4%,0,0,0,-,1978,1979,,0,,,,,,,,,,
Hilton Head,8,Clay,21,13,8,61.9%,5,2,3,40.0%,1978,1990,F,0,,,,,,,,,,
Berlin,7,Clay,18,12,6,66.7%,6,3,3,50.0%,1979,1990,W,0,,,,,,,,,,
Hamburg,7,Clay,17,10,7,58.8%,6,4,2,66.7%,1975,1989,SF,0,,,,,,,,,,
Mahwah,6,Hard,21,14,7,66.7%,4,2,2,50.0%,1978,1986,BR,0,,,,,,,,,,
Toronto,6,Hard,18,14,4,77.8%,6,2,4,33.3%,1976,1985,W,0,,,,,,,,,,
Houston,6,Clay,15,9,6,60.0%,2,0,2,0.0%,1977,1987,QF,0,,,,,,,,,,
