Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,115,65,50,56.5%,127-108,54.0%,1075-1019,51.3%,15-12,55.6%,0,,,,,,,,,,,
Clay,232,156,76,67.2%,309-179,63.3%,2388-1913,55.5%,27-17,61.4%,0,,,,,,,,,,,
Grass,59,32,27,54.2%,72-62,53.7%,629-591,51.6%,2-4,33.3%,0,,,,,,,,,,,
Carpet,67,22,45,32.8%,51-86,37.2%,522-673,43.7%,8-10,44.4%,0,,,,,,,,,,,
Grand Slams,67,36,31,53.7%,76-68,52.8%,649-634,50.6%,3-2,60.0%,0,,,,,,,,,,,
Finals,21,16,5,76.2%,33-12,73.3%,235-171,57.9%,2-3,40.0%,0,,,,,,,,,,,
Semi-finals,46,19,27,41.3%,40-57,41.2%,404-462,46.7%,4-3,57.1%,0,,,,,,,,,,,
Quarter-finals,57,38,19,66.7%,76-46,62.3%,604-490,55.2%,9-6,60.0%,0,,,,,,,,,,,
vs Righties,288,156,132,54.2%,320-283,53.1%,2726-2620,51.0%,29-26,52.7%,0,,,,,,,,,,,
vs Lefties,29,14,15,48.3%,29-31,48.3%,261-282,48.1%,7-1,87.5%,0,,,,,,,,,,,
vs Top 10,12,0,12,0.0%,0-22,0.0%,44-135,24.6%,0-2,0.0%,0,,,,,,,,,,,
