Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,9,5,4,55.6%,6,4,2,66.7%,2023,2026,R16,9,0.95,10.1%,2.9%,60.6%,69.0%,50.8%,61.9%,36.1%,53.3%,31.9%
Roland Garros,3,Clay,4,1,3,25.0%,2,1,1,50.0%,2023,2025,R64,4,0.91,5.6%,4.7%,60.2%,65.0%,50.7%,59.4%,37.0%,51.5%,24.4%
Wimbledon,3,Grass,6,3,3,50.0%,3,2,1,66.7%,2023,2025,R32,6,0.96,7.0%,3.5%,62.8%,70.3%,51.2%,63.2%,35.3%,64.3%,31.1%
US Open,3,Hard,5,2,3,40.0%,3,2,1,66.7%,2022,2025,R32,5,0.92,10.0%,6.8%,54.6%,72.0%,46.7%,60.5%,36.3%,56.5%,46.9%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.79,3.1%,0.0%,66.2%,60.5%,54.5%,58.5%,32.8%,75.0%,50.0%
Miami Masters,3,Hard,4,1,3,25.0%,2,2,0,100.0%,2024,2026,R64,4,0.85,8.1%,2.0%,64.5%,73.9%,44.3%,63.4%,31.2%,64.3%,42.9%
Indian Wells Masters,2,Hard,2,0,2,0.0%,0,0,0,-,2025,2026,R64,2,0.76,4.6%,1.3%,60.3%,62.6%,48.3%,57.0%,32.8%,46.7%,33.3%
Santiago,3,Clay,8,6,2,75.0%,4,3,1,75.0%,2024,2026,W,8,1.02,6.8%,3.7%,54.9%,74.3%,52.1%,64.3%,36.6%,63.5%,35.7%
Rio de Janeiro,2,Clay,3,1,2,33.3%,2,2,0,100.0%,2025,2026,R16,3,0.93,7.5%,2.8%,62.6%,69.4%,48.8%,61.7%,35.6%,54.5%,31.3%
Buenos Aires,3,Clay,7,4,3,57.1%,1,1,0,100.0%,2024,2026,F,7,1.20,6.4%,2.8%,58.1%,75.1%,50.8%,64.9%,42.0%,71.1%,46.2%
Auckland,2,Hard,3,1,2,33.3%,0,0,0,-,2025,2026,QF,3,0.96,10.9%,3.4%,55.4%,71.6%,50.4%,62.2%,36.4%,48.0%,52.4%
