Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Santiago F,W vs Hanfmann,35.2%,47.9%,62.8%,42.7%,42.9%,57.1%,64.3%,53.7%,47.6%,42.9%,50.0%,21.1%,31.6%,60.0%,82
2026 Buenos Aires F,L vs Cerundolo,27.6%,36.2%,35.9%,33.1%,42.4%,54.5%,52.6%,52.1%,46.7%,50.0%,66.7%,9.1%,13.6%,20.0%,-30
2026 Australian Open R16,L vs Sinner,32.0%,43.3%,42.6%,36.3%,47.3%,58.2%,48.3%,54.9%,75.0%,59.3%,100.0%,13.5%,27.0%,37.5%,13
2025 Paris R64,L vs Cazaux,26.5%,43.4%,58.9%,37.5%,35.4%,58.3%,67.7%,54.4%,73.3%,54.5%,100.0%,16.7%,26.7%,48.0%,44
2025 US Open R32,L vs Alcaraz,22.1%,28.6%,36.5%,25.6%,32.5%,40.0%,44.4%,39.3%,72.2%,68.2%,62.5%,13.8%,20.7%,28.0%,1
2025 Umag F,W vs Taberner,37.2%,53.5%,76.9%,43.3%,56.5%,73.9%,70.0%,67.8%,60.0%,84.6%,-,15.8%,31.6%,81.3%,-3
2025 Bastad F,W vs De Jong,23.6%,41.7%,64.2%,32.2%,31.9%,53.2%,71.9%,45.1%,52.4%,61.5%,50.0%,8.7%,21.7%,52.4%,-30
2025 Marrakech F,W vs Griekspoor,22.9%,39.8%,63.9%,31.6%,27.5%,51.0%,62.2%,41.6%,38.1%,63.3%,-,17.2%,24.1%,66.7%,54
2024 Paris R64,L vs Griekspoor,45.1%,54.9%,42.3%,50.4%,52.2%,65.2%,72.7%,63.9%,45.5%,58.3%,-,42.3%,50.0%,20.0%,29
2024 Vienna R32,W vs Thiem,32.8%,53.1%,63.4%,42.3%,42.5%,70.0%,69.6%,57.7%,44.4%,59.1%,66.7%,18.2%,27.3%,55.6%,47
2024 Canada R64,L vs Paul,22.2%,34.6%,56.9%,30.0%,25.6%,46.5%,59.4%,40.2%,75.0%,34.8%,100.0%,21.2%,24.2%,53.8%,85
2024 Umag R16,L vs Mensik,17.6%,27.5%,46.3%,23.7%,16.7%,30.6%,53.3%,25.3%,76.5%,47.4%,75.0%,21.4%,21.4%,27.3%,22
2024 Lyon SF,L vs Etcheverry,13.2%,22.6%,54.5%,22.6%,14.3%,28.6%,54.2%,32.1%,43.8%,33.3%,0.0%,13.0%,17.4%,55.0%,14
2024 Cagliari CH QF,W vs Coria,11.5%,25.0%,51.1%,17.7%,18.5%,33.3%,59.1%,30.4%,72.7%,68.8%,66.7%,4.2%,16.7%,43.5%,-74
2024 Madrid R64,L vs Fritz,29.0%,43.5%,51.0%,37.5%,32.6%,48.8%,58.6%,46.3%,50.0%,52.4%,50.0%,23.1%,34.6%,40.0%,-79
2024 Houston SF,L vs Tiafoe,23.2%,37.7%,50.0%,32.5%,23.8%,42.9%,56.3%,39.0%,52.9%,64.0%,66.7%,25.0%,33.3%,38.9%,37
2024 Santiago R32,W vs Bagnis,28.0%,39.2%,56.2%,32.2%,37.8%,48.6%,47.8%,44.9%,48.5%,31.7%,0.0%,14.0%,26.0%,65.1%,-49
2024 Cordoba F,W vs Bagnis,34.0%,38.0%,54.5%,39.6%,44.4%,51.9%,60.0%,54.8%,63.6%,12.5%,-,21.7%,21.7%,50.0%,-79
2024 Cordoba SF,W vs Baez,22.3%,30.1%,48.7%,25.4%,27.8%,35.2%,43.6%,33.7%,45.0%,52.9%,33.3%,17.0%,25.5%,53.8%,-17
2023 Todi CH F,W vs Tabur,38.1%,48.8%,52.9%,41.7%,48.1%,59.6%,63.0%,53.8%,54.5%,66.7%,-,22.6%,32.3%,41.7%,-32
Career (21 matches),,26.7%,38.8%,53.4%,33.1%,35.1%,50.3%,57.8%,46.3%,55.6%,53.2%,63.0%,17.0%,25.6%,48.6%,37
