Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Santiago F,W vs Hanfmann,1.06,1.39,58.5,2.3,8.1%,73.0%,8.8%,73.5%,33.3%,37.5%
2026 Buenos Aires F,L vs Cerundolo,0.81,0.64,47.7,2.1,6.7%,60.0%,3.6%,42.9%,44.1%,32.4%
2026 Australian Open R16,L vs Sinner,0.93,0.55,28.3,2.2,8.0%,52.0%,14.9%,66.0%,21.7%,27.5%
2025 Paris R64,L vs Cazaux,0.83,0.82,65.2,2.1,2.3%,61.4%,7.7%,74.4%,21.7%,43.9%
2025 US Open R32,L vs Alcaraz,1.07,0.58,30.4,2.1,2.4%,46.3%,11.1%,47.2%,29.7%,27.3%
2025 Umag F,W vs Taberner,1.20,2.91,36.4,2.0,17.4%,91.3%,15.0%,75.0%,25.9%,53.8%
2025 Bastad F,W vs De Jong,1.19,1.39,51.9,3.2,10.8%,78.4%,5.7%,62.9%,30.2%,38.1%
2025 Marrakech F,W vs Griekspoor,1.30,1.28,61.4,2.2,2.3%,69.8%,5.0%,70.0%,27.9%,31.6%
2024 Paris R64,L vs Griekspoor,0.74,0.41,33.0,2.0,7.1%,67.9%,13.0%,65.2%,16.0%,20.8%
2024 Vienna R32,W vs Thiem,1.13,1.56,53.7,3.2,11.4%,71.4%,6.9%,75.9%,22.6%,51.7%
2024 US Open R128,L vs Baez,0.91,0.81,48.3,2.2,5.5%,52.1%,9.2%,63.1%,33.8%,43.1%
2024 Canada R64,L vs Paul,0.91,0.67,52.7,2.4,0.0%,61.9%,2.6%,64.1%,25.6%,29.4%
2024 Umag R16,L vs Mensik,0.82,0.69,48.9,3.1,7.4%,55.6%,4.2%,54.2%,29.4%,46.9%
2024 Wimbledon R64,L vs Musetti,1.11,0.73,50.0,4.7,3.0%,60.6%,7.6%,62.0%,25.7%,25.4%
2024 Wimbledon R128,W vs Choinski,1.02,1.22,48.1,6.6,15.8%,71.1%,7.5%,62.7%,40.7%,37.6%
2024 Lyon SF,L vs Etcheverry,0.91,0.55,45.2,2.1,3.6%,57.1%,0.0%,60.0%,37.0%,12.0%
2024 Madrid R64,L vs Fritz,0.90,0.54,45.0,2.2,2.8%,63.9%,0.0%,66.7%,25.0%,16.0%
2024 Houston SF,L vs Tiafoe,0.95,0.62,52.0,2.1,10.8%,56.8%,3.1%,62.5%,32.4%,20.0%
2024 Santiago R32,W vs Bagnis,1.17,1.08,84.5,3.4,14.1%,67.2%,6.6%,68.9%,36.7%,21.8%
2024 Cordoba F,W vs Bagnis,0.92,1.59,47.5,2.0,18.5%,70.4%,13.0%,69.6%,48.4%,55.2%
2026 (3 matches),,0.94,0.78,43.2,2.2,7.7%,60.7%,10.1%,62.4%,31.9%,32.1%
2025 (5 matches),,1.11,1.07,50.8,2.3,5.9%,67.0%,8.2%,65.3%,27.0%,38.3%
2024 (13 matches),,1.00,0.90,53.3,2.6,7.8%,62.9%,6.0%,63.3%,33.1%,33.6%
2023 (1 matches),,0.92,1.34,53.2,3.3,13.3%,73.3%,5.1%,66.7%,40.4%,46.7%
2022 (1 matches),,0.90,0.83,63.0,8.5,6.7%,60.0%,2.4%,65.9%,38.0%,31.3%
Career (23 matches),,1.00,0.93,52.1,2.6,7.6%,63.8%,6.7%,63.8%,32.3%,34.9%
