Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Sebastian Baez [ARG],5,4,55.6%,3,2,1,66.7%,2023,2026,9,1.04,6.0%,3.5%,55.0%,66.6%,53.5%,60.7%,40.9%,60.6%,44.4%
8,Mariano Navone [ARG],4,4,50.0%,0,0,0,-,2023,2026,8,0.98,1.7%,1.7%,57.0%,63.8%,46.9%,56.6%,42.6%,60.3%,45.5%
8,Camilo Ugo Carabelli [ARG],5,3,62.5%,2,1,1,50.0%,2021,2025,7,1.21,5.5%,1.8%,58.6%,72.1%,53.2%,64.2%,43.4%,62.5%,42.4%
6,Juan Manuel Cerundolo [ARG],3,3,50.0%,0,0,0,-,2022,2026,6,0.96,5.1%,2.9%,56.4%,69.2%,47.0%,59.5%,38.7%,65.4%,31.8%
6,Alejandro Tabilo [CHI],3,3,50.0%,1,1,0,100.0%,2023,2026,6,0.94,10.3%,4.0%,57.5%,74.6%,45.0%,62.0%,35.7%,59.5%,30.6%
5,Francisco Cerundolo [ARG],2,3,40.0%,3,3,0,100.0%,2024,2026,5,0.95,4.0%,1.5%,61.1%,68.6%,46.2%,59.9%,38.1%,60.8%,32.4%
5,Vit Kopriva [CZE],2,3,40.0%,1,0,1,0.0%,2022,2025,5,1.00,4.7%,1.7%,56.9%,63.5%,51.7%,58.4%,41.5%,59.6%,37.5%
4,Pedro Martinez [ESP],3,1,75.0%,0,0,0,-,2024,2026,4,1.13,11.6%,4.4%,61.4%,79.2%,39.2%,63.7%,41.0%,73.9%,40.7%
4,Miomir Kecmanovic [SRB],1,3,25.0%,1,1,0,100.0%,2024,2025,4,0.80,8.5%,4.8%,60.8%,65.7%,44.3%,57.3%,34.3%,50.0%,31.8%
4,Dalibor Svrcina [CZE],3,1,75.0%,1,1,0,100.0%,2022,2025,4,1.03,4.7%,3.1%,60.4%,58.4%,45.1%,53.1%,48.1%,51.0%,62.5%
4,Federico Coria [ARG],2,2,50.0%,2,1,1,50.0%,2021,2024,4,0.96,3.4%,2.1%,53.8%,63.5%,57.4%,60.7%,37.9%,56.5%,50.0%
4,Facundo Bagnis [ARG],3,1,75.0%,3,2,1,66.7%,2022,2024,4,1.05,6.5%,1.9%,56.4%,61.3%,60.0%,60.7%,41.1%,53.8%,34.2%
4,Juan Pablo Ficovich [ARG],3,1,75.0%,2,1,1,50.0%,2021,2023,4,1.14,9.2%,5.1%,50.7%,74.5%,53.8%,64.3%,40.7%,66.7%,41.9%
3,Rinky Hijikata [AUS],2,1,66.7%,1,1,0,100.0%,2024,2026,3,1.31,10.4%,4.4%,59.0%,76.2%,57.8%,68.7%,41.1%,58.3%,40.0%
3,Andrea Pellegrino [ITA],3,0,100.0%,0,0,0,-,2024,2026,3,1.62,11.7%,1.9%,54.9%,84.3%,54.8%,71.0%,46.9%,50.0%,40.0%
