Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,12,9,3,75.0%,19-8,70.4%,144-104,58.1%,1-2,33.3%,12,79.8%,36.4%,6.3%,3.6%,53.8%,69.3%,52.7%,61.6%,43.7%,53.0%,1.14,W (Genoa)
2024,15,12,3,80.0%,23-9,71.9%,175-117,59.9%,1-1,50.0%,14,79.7%,41.5%,6.6%,2.2%,54.1%,74.2%,53.9%,64.9%,46.1%,55.2%,1.31,W (Perugia)
2023,67,42,25,62.7%,96-62,60.8%,824-686,54.6%,9-10,47.4%,66,78.8%,30.8%,5.8%,3.1%,58.1%,71.5%,51.6%,63.2%,41.6%,52.4%,1.13,W (2x)
2022,47,25,22,53.2%,53-55,49.1%,529-517,50.6%,7-9,43.8%,47,72.5%,29.1%,3.6%,2.7%,54.1%,67.8%,50.5%,59.9%,41.3%,50.5%,1.03,SF (4x)
2021,14,7,7,50.0%,11-14,44.0%,122-120,50.4%,2-2,50.0%,13,78.9%,22.0%,7.6%,3.5%,47.8%,71.5%,54.8%,62.8%,36.7%,50.1%,0.99,F (Sao Paulo)
2020,2,1,1,50.0%,2-3,40.0%,24-25,49.0%,0-1,0.0%,2,66.7%,33.3%,7.0%,3.5%,48.5%,68.7%,46.6%,57.3%,40.0%,49.5%,0.94,R16 (Cordenons)
Career,157,96,61,61.1%,204-151,57.5%,1818-1569,53.7%,20-25,44.4%,154,76.8%,31.0%,5.3%,3.0%,55.3%,70.4%,51.7%,62.0%,41.7%,51.9%,1.10,
