Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,44,12,32,27.3%,37-69,34.9%,479-579,45.3%,12-10,54.5%,44,74.1%,15.5%,9.6%,4.2%,59.1%,71.2%,47.4%,61.5%,32.9%,47.6%,0.85
Clay,71,50,21,70.4%,103-61,62.8%,845-719,54.0%,21-7,75.0%,70,80.3%,26.5%,6.5%,3.0%,58.2%,71.9%,53.3%,64.1%,39.7%,51.8%,1.11
Grass,11,4,7,36.4%,17-20,45.9%,194-196,49.7%,3-4,42.9%,11,82.8%,16.8%,7.7%,3.6%,61.8%,72.9%,51.4%,64.7%,34.3%,49.5%,0.97
Grand Slams,17,9,8,52.9%,32-29,52.5%,293-298,49.6%,8-4,66.7%,17,77.9%,19.7%,8.8%,4.7%,59.5%,71.6%,49.6%,62.7%,36.4%,49.3%,0.97
Masters,24,8,16,33.3%,20-30,40.0%,252-271,48.2%,6-8,42.9%,24,80.0%,15.7%,7.1%,3.3%,58.0%,72.6%,50.6%,63.3%,33.2%,48.6%,0.91
Other Tours,85,49,36,57.6%,105-91,53.6%,973-925,51.3%,22-9,71.0%,84,78.2%,23.4%,7.6%,3.2%,59.1%,71.6%,51.5%,63.4%,37.7%,50.7%,1.03
Best of 5,17,9,8,52.9%,32-29,52.5%,293-298,49.6%,8-4,66.7%,17,77.9%,19.7%,8.8%,4.7%,59.5%,71.6%,49.6%,62.7%,36.4%,49.3%,0.97
Best of 3,109,57,52,52.3%,125-121,50.8%,1225-1196,50.6%,28-17,62.2%,108,78.6%,21.7%,7.5%,3.3%,58.8%,71.8%,51.3%,63.4%,36.8%,50.2%,1.00
Finals,6,5,1,83.3%,10-3,76.9%,73-59,55.3%,3-0,100.0%,6,84.6%,23.4%,8.8%,3.2%,61.0%,77.8%,56.5%,69.5%,37.3%,52.6%,1.22
Semi-finals,8,6,2,75.0%,12-6,66.7%,95-77,55.2%,3-1,75.0%,8,81.2%,27.7%,5.1%,2.3%,54.8%,71.4%,54.9%,63.9%,39.7%,52.3%,1.10
Quarter-finals,13,8,5,61.5%,17-12,58.6%,142-116,55.0%,1-0,100.0%,12,77.3%,32.6%,8.4%,3.3%,58.5%,72.9%,48.1%,62.6%,42.4%,52.2%,1.13
vs Righties,107,55,52,51.4%,133-129,50.8%,1300-1271,50.6%,29-19,60.4%,106,78.5%,21.8%,7.8%,3.6%,58.8%,71.9%,51.2%,63.4%,36.6%,50.1%,1.00
vs Lefties,19,11,8,57.9%,24-21,53.3%,218-223,49.4%,7-2,77.8%,19,78.1%,18.8%,7.6%,3.0%,59.8%,71.2%,49.6%,62.5%,36.9%,49.8%,0.98
vs Top 10,5,0,5,0.0%,0-12,0.0%,40-76,34.5%,0-3,0.0%,5,64.9%,5.4%,6.6%,4.7%,56.6%,69.9%,38.6%,56.3%,29.9%,42.9%,0.68
