Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Santiago F,W vs Hanfmann,0.0%,-,5.6%,62.5%,14.1%,13.3%,0.0%,13.6%,50.0%,1.1%,50.0%,-49,-1
2026 Buenos Aires F,L vs Cerundolo,1.8%,100.0%,8.7%,54.5%,11.1%,15.0%,0.0%,1.5%,0.0%,5.3%,8.3%,-51,-22
2026 Australian Open R16,L vs Sinner,0.0%,-,4.9%,55.6%,22.1%,10.0%,12.5%,4.0%,27.3%,1.4%,25.0%,-31,-11
2025 Paris R64,L vs Cazaux,0.0%,-,15.3%,73.1%,19.4%,31.8%,20.0%,2.8%,33.3%,2.8%,14.3%,-3,-7
2025 US Open R32,L vs Alcaraz,0.0%,-,8.8%,61.5%,10.7%,17.9%,0.0%,0.0%,0.0%,0.5%,0.0%,-19,-27
2025 Umag F,W vs Taberner,0.0%,-,7.3%,85.7%,16.7%,21.1%,16.7%,2.4%,25.0%,6.8%,38.5%,-54,-15
2025 Bastad F,W vs De Jong,0.0%,-,5.7%,66.7%,15.9%,32.4%,0.0%,2.9%,50.0%,2.9%,33.3%,-35,-31
2025 Marrakech F,W vs Griekspoor,0.0%,-,12.2%,75.0%,15.7%,6.5%,15.8%,19.2%,28.6%,1.3%,0.0%,18,14
2024 Paris R64,L vs Griekspoor,2.2%,100.0%,6.0%,66.7%,21.4%,21.4%,0.0%,0.0%,0.0%,1.6%,100.0%,34,-56
2024 Vienna R32,W vs Thiem,1.7%,100.0%,14.5%,83.3%,13.2%,20.0%,0.0%,6.0%,40.0%,1.4%,66.7%,-59,-29
2024 Canada R64,L vs Paul,0.0%,-,5.8%,55.6%,13.1%,20.8%,33.3%,3.7%,0.0%,1.6%,50.0%,-13,-13
2024 Umag R16,L vs Mensik,0.0%,-,7.7%,66.7%,7.2%,7.1%,25.0%,4.8%,12.5%,6.3%,28.6%,-35,-43
2024 Lyon SF,L vs Etcheverry,0.0%,-,10.5%,54.5%,8.7%,10.0%,0.0%,12.3%,33.3%,5.0%,27.3%,-28,-41
2024 Cagliari CH QF,W vs Coria,0.0%,-,10.2%,40.0%,12.5%,13.0%,15.4%,5.1%,18.2%,2.8%,37.5%,-86,-89
2024 Madrid R64,L vs Fritz,0.0%,-,11.9%,33.3%,14.1%,8.7%,0.0%,11.3%,36.4%,2.4%,80.0%,-69,-109
2024 Houston SF,L vs Tiafoe,0.0%,-,6.8%,77.8%,16.7%,12.5%,16.7%,5.3%,33.3%,2.1%,75.0%,-26,-34
2024 Santiago R32,W vs Bagnis,0.0%,-,6.7%,50.0%,8.5%,6.3%,3.7%,3.8%,8.3%,2.2%,30.0%,-103,-75
2024 Cordoba F,W vs Bagnis,0.0%,-,7.3%,87.5%,10.1%,12.5%,13.3%,7.4%,20.0%,1.4%,33.3%,-43,-15
2024 Cordoba SF,W vs Baez,0.0%,-,8.5%,53.3%,12.1%,11.8%,0.0%,6.4%,50.0%,1.9%,14.3%,-69,-53
2023 Todi CH F,W vs Tabur,1.3%,0.0%,8.5%,60.0%,12.3%,11.8%,10.0%,6.3%,33.3%,1.4%,80.0%,-71,-30
Career (21 matches),,0.4%,60.0%,8.4%,62.6%,13.2%,14.7%,8.3%,5.6%,23.9%,2.5%,34.6%,-50,-39
