Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,336,201,135,59.8%,422-317,57.1%,3535-3120,53.1%,32-26,55.2%,13,-,-,1.0%,3.8%,63.9%,59.3%,46.8%,54.8%,43.4%,48.9%,0.96
Clay,119,70,49,58.8%,151-112,57.4%,1245-1133,52.4%,20-10,66.7%,5,-,-,1.9%,4.3%,59.3%,57.3%,49.0%,53.9%,49.4%,51.6%,1.07
Grass,59,36,23,61.0%,75-55,57.7%,638-558,53.3%,6-5,54.5%,3,-,-,8.7%,5.2%,62.2%,67.3%,47.7%,59.9%,48.8%,53.9%,1.22
Carpet,70,42,28,60.0%,80-58,58.0%,656-582,53.0%,6-7,46.2%,1,-,-,2.3%,0.0%,77.3%,44.1%,60.0%,47.7%,26.0%,36.2%,0.50
Grand Slams,119,71,48,59.7%,153-115,57.1%,1325-1213,52.2%,19-8,70.4%,17,-,-,2.6%,4.2%,61.5%,60.7%,48.6%,56.1%,47.1%,51.4%,1.07
Premiers,143,88,55,61.5%,192-129,59.8%,1555-1312,54.2%,6-12,33.3%,5,-,-,0.4%,3.1%,69.8%,52.2%,42.6%,49.3%,34.6%,41.8%,0.68
Internationals,37,26,11,70.3%,52-30,63.4%,419-358,53.9%,6-3,66.7%,0,,,,,,,,,,,
Finals,19,7,12,36.8%,19-26,42.2%,191-226,45.8%,1-2,33.3%,0,,,,,,,,,,,
Semi-finals,38,18,20,47.4%,42-39,51.9%,379-349,52.1%,3-4,42.9%,0,,,,,,,,,,,
Quarter-finals,64,37,27,57.8%,73-66,52.5%,633-616,50.7%,4-4,50.0%,1,-,-,0.0%,2.3%,65.1%,50.0%,53.3%,51.2%,34.5%,41.6%,0.71
vs Righties,482,285,197,59.1%,594-455,56.6%,4989-4496,52.6%,48-43,52.7%,19,-,-,2.4%,4.2%,61.8%,60.6%,48.3%,55.9%,46.9%,51.2%,1.06
vs Lefties,38,20,18,52.6%,49-39,55.7%,416-378,52.4%,3-0,100.0%,3,-,-,0.8%,2.3%,72.9%,48.5%,41.7%,46.6%,28.0%,37.0%,0.52
vs Top 10,113,23,90,20.4%,62-184,25.2%,889-1339,39.9%,9-14,39.1%,6,-,-,0.3%,2.1%,68.8%,52.4%,47.6%,50.9%,31.0%,40.7%,0.63
