Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,11,3,8,27.3%,7,6,1,85.7%,2013,2023,R128,10,0.80,8.7%,4.7%,63.4%,72.9%,52.6%,65.4%,27.7%,67.5%,38.2%
Roland Garros,7,Clay,8,1,7,12.5%,3,1,2,33.3%,2013,2022,R128,5,0.73,2.9%,2.9%,64.5%,59.2%,43.5%,53.7%,33.6%,54.1%,28.2%
Wimbledon,6,Grass,11,5,6,45.5%,5,4,1,80.0%,2013,2022,R64,5,0.77,6.1%,5.0%,65.1%,67.8%,51.3%,62.0%,29.2%,58.3%,38.1%
US Open,10,Hard,19,9,10,47.4%,9,4,5,44.4%,2010,2022,R64,17,0.97,8.0%,4.3%,64.5%,69.6%,50.6%,62.9%,36.0%,59.4%,39.4%
Washington,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2019,2023,R64,5,0.82,7.6%,7.0%,61.7%,70.0%,54.8%,64.1%,29.5%,65.2%,25.0%
Atlanta,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2019,2023,R16,3,0.71,8.1%,8.1%,60.8%,75.2%,54.8%,67.2%,23.1%,54.5%,16.7%
Miami Masters,4,Hard,4,0,4,0.0%,0,0,0,-,2014,2023,R128,4,0.69,8.5%,5.9%,58.9%,67.3%,45.0%,58.1%,29.1%,57.1%,23.5%
Indian Wells Masters,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2014,2023,R128,4,0.71,7.1%,3.8%,56.7%,72.1%,51.0%,62.9%,26.2%,43.8%,20.0%
Cincinnati Masters,3,Hard,7,4,3,57.1%,6,5,1,83.3%,2018,2022,R32,7,1.09,8.1%,5.0%,57.6%,77.3%,61.9%,70.7%,31.9%,58.3%,30.4%
Queen's Club,3,Grass,3,0,3,0.0%,1,1,0,100.0%,2014,2022,R64,3,0.64,10.0%,6.4%,68.0%,65.8%,35.7%,56.2%,27.9%,63.0%,16.7%
