Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2024-07-29),1096,10,,,,,,,,,,,,
2023,877,20,264,1480,240,1455,,,,,,,,
2022,873,16,,,,,,,,,,,,
2021,326,154,,,,,,,,,,,,
2020,149,436,154,1576,140,1553,205,1447,,,,,,
2019,135,415,131,1640,115,1619,208,1473,149,1502,301,173,,
2018,76,699,91,1702,87,1665,148,1541,102,1562,212,286,,
2017,214,242,167,1582,150,1555,229,1446,207,1409,222,291,,
2016,852,18,,,,,,,,,,,,
2015,513,70,,,,,,,,,752,60,,
2014,148,365,184,1563,145,1559,253,1395,215,1378,152,497,,
2013,97,568,91,1700,76,1682,194,1493,171,1459,147,490,,
2012,248,189,152,1608,139,1574,,,179,1467,578,87,,
2011,669,27,,,,,,,,,568,81,,
2010,798,15,,,,,,,,,469,107,,
2009,689,25,,,,,,,,,,,,
