Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,3,0,3,0.0%,1-6,14.3%,29-41,41.4%,0-2,0.0%,3,79.4%,5.9%,10.1%,7.4%,59.9%,71.5%,44.8%,60.8%,23.0%,44.0%,0.59,R32 (3x)
2020,12,6,6,50.0%,13-13,50.0%,137-135,50.4%,2-5,28.6%,12,83.8%,15.9%,9.3%,5.4%,62.8%,76.8%,50.8%,67.1%,36.0%,51.2%,1.10,QF (Newport Beach)
2019,19,13,6,68.4%,29-16,64.4%,255-212,54.6%,6-4,60.0%,19,86.1%,22.1%,11.0%,6.2%,60.6%,77.2%,53.8%,68.0%,37.0%,52.4%,1.15,W (Winnetka)
2018,38,26,12,68.4%,58-32,64.4%,482-411,54.0%,12-8,60.0%,38,85.7%,21.5%,10.3%,5.0%,62.3%,76.6%,53.9%,68.0%,37.0%,52.1%,1.16,W (2x)
2017,32,18,14,56.3%,40-39,50.6%,409-385,51.5%,5-12,29.4%,32,84.0%,19.9%,8.7%,4.9%,62.9%,74.6%,51.8%,66.1%,36.0%,51.1%,1.06,F (2x)
2016,3,2,1,66.7%,3-3,50.0%,31-31,50.0%,1-0,100.0%,3,87.1%,10.0%,7.1%,3.6%,60.2%,76.3%,53.8%,67.3%,34.2%,50.5%,1.05,QF (Champaign)
2015,11,7,4,63.6%,13-9,59.1%,121-103,54.0%,0-3,0.0%,11,82.1%,28.3%,7.4%,3.5%,65.2%,73.0%,52.7%,66.0%,40.2%,52.7%,1.18,SF (Maui)
2014,25,18,7,72.0%,39-16,70.9%,298-234,56.0%,8-2,80.0%,24,84.2%,25.8%,7.7%,4.0%,65.4%,72.4%,55.2%,66.5%,39.2%,52.7%,1.17,W (3x)
2013,57,40,17,70.2%,87-50,63.5%,718-607,54.2%,15-5,75.0%,57,80.7%,26.5%,6.9%,3.6%,66.4%,71.7%,51.6%,65.0%,39.6%,51.9%,1.13,W (2x)
2012,22,13,9,59.1%,29-23,55.8%,272-255,51.6%,7-4,63.6%,22,79.1%,23.6%,5.7%,4.2%,65.7%,70.3%,54.1%,64.7%,38.4%,51.3%,1.09,QF (4x)
2011,4,1,3,25.0%,3-6,33.3%,44-51,46.3%,1-2,33.3%,4,73.3%,21.3%,3.8%,4.7%,57.8%,68.1%,48.9%,60.0%,34.4%,47.7%,0.86,R16 (Vancouver)
2010,5,2,3,40.0%,4-7,36.4%,43-61,41.3%,0-1,0.0%,5,67.3%,15.7%,4.2%,3.0%,64.8%,61.9%,54.7%,59.3%,33.3%,46.9%,0.82,QF (Binghamton)
2009,4,2,2,50.0%,5-5,50.0%,55-51,51.9%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
Career,235,148,87,63.0%,324-225,59.0%,2894-2577,52.9%,58-51,53.2%,230,82.6%,22.7%,8.1%,4.5%,64.0%,73.4%,52.7%,66.0%,37.7%,51.6%,1.11,
