Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Tennys Sandgren [USA],7,2,77.8%,5,2,3,40.0%,2011,2018,8,1.14,6.0%,3.9%,64.4%,75.4%,56.4%,68.6%,35.7%,69.4%,37.0%
9,Tatsuma Ito [JPN],5,4,55.6%,4,3,1,75.0%,2013,2018,9,1.07,9.5%,3.6%,68.1%,71.2%,52.5%,65.2%,37.3%,60.4%,36.6%
6,Bjorn Fratangelo [USA],3,3,50.0%,3,1,2,33.3%,2015,2019,5,1.13,14.3%,4.7%,63.0%,77.2%,53.2%,68.3%,35.7%,68.4%,39.1%
6,Tim Smyczek [USA],3,3,50.0%,3,1,2,33.3%,2010,2013,6,0.99,5.4%,4.4%,66.2%,69.7%,47.1%,62.1%,37.4%,69.0%,41.9%
5,Denis Kudla [USA],1,4,20.0%,2,1,1,50.0%,2012,2019,5,0.87,6.9%,6.4%,65.1%,62.2%,44.9%,56.2%,38.4%,62.5%,33.3%
5,Mitchell Krueger [USA],5,0,100.0%,2,1,1,50.0%,2013,2018,4,1.14,10.5%,5.3%,67.9%,74.3%,44.0%,64.5%,40.5%,60.7%,36.4%
5,John Patrick Smith [AUS],4,1,80.0%,2,2,0,100.0%,2012,2017,4,0.97,3.0%,3.0%,66.2%,67.8%,53.6%,63.0%,35.9%,70.6%,32.1%
4,Michael Mmoh [USA],2,2,50.0%,2,0,2,0.0%,2017,2023,4,1.00,9.2%,4.8%,65.5%,73.6%,56.0%,67.6%,32.5%,55.6%,26.1%
4,Hiroki Moriya [JPN],4,0,100.0%,0,0,0,-,2013,2019,4,1.30,8.7%,4.4%,66.4%,71.2%,48.0%,63.4%,47.5%,67.9%,48.7%
4,Marcos Giron [USA],3,1,75.0%,3,1,2,33.3%,2014,2018,3,1.01,8.3%,4.1%,65.6%,71.5%,54.2%,65.6%,34.8%,66.7%,35.0%
4,Austin Krajicek [USA],4,0,100.0%,2,2,0,100.0%,2013,2017,4,1.45,9.0%,5.9%,64.5%,78.2%,54.9%,69.9%,43.5%,61.1%,46.9%
4,Benjamin Mitchell [AUS],3,1,75.0%,2,2,0,100.0%,2013,2014,4,1.22,7.3%,3.2%,70.9%,72.3%,53.3%,66.8%,40.6%,52.6%,41.4%
4,Alex Kuznetsov [USA],1,3,25.0%,3,3,0,100.0%,2012,2013,4,0.83,6.2%,4.3%,62.3%,68.3%,51.6%,62.0%,31.4%,64.9%,30.0%
3,Ernesto Escobedo [MEX],2,1,66.7%,2,0,2,0.0%,2017,2022,3,1.10,11.3%,7.1%,62.4%,76.7%,49.1%,66.3%,37.1%,72.2%,45.0%
3,Marcelo Arevalo [ESA],2,1,66.7%,2,2,0,100.0%,2017,2020,3,1.11,6.9%,2.1%,67.4%,74.5%,59.2%,69.5%,33.9%,68.8%,21.1%
