Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Washington R64,L vs Bublik,34.8%,47.0%,44.7%,39.5%,42.4%,57.6%,31.6%,51.8%,28.6%,47.4%,100.0%,32.1%,42.9%,57.9%,150
2018 Canada R32,L vs Zverev,31.7%,46.7%,58.3%,41.5%,36.6%,53.7%,53.8%,51.0%,31.3%,56.0%,33.3%,28.6%,42.9%,70.0%,113
2018 Newport Beach CH SF,W vs Garin,35.8%,50.7%,55.0%,42.1%,41.7%,54.2%,50.0%,50.4%,26.3%,65.5%,100.0%,25.0%,50.0%,66.7%,113
2013 Aptos CH SF,W vs Donskoy,38.8%,43.9%,50.0%,43.2%,46.9%,54.7%,55.9%,53.6%,13.8%,57.1%,100.0%,26.7%,26.7%,40.9%,99
Career (4 matches),,35.7%,46.7%,51.8%,41.8%,42.5%,54.8%,49.5%,51.9%,23.1%,57.4%,81.8%,28.4%,38.6%,55.6%,144
