Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1977,16,11,5,68.8%,20-12,62.5%,162-131,55.3%,3-2,60.0%,0,,,,,,,,,,,,SF (4x)
1976,5,3,2,60.0%,6-3,66.7%,40-37,51.9%,0-1,0.0%,0,,,,,,,,,,,,SF (Kauai)
1975,12,5,7,41.7%,10-14,41.7%,109-118,48.0%,3-1,75.0%,0,,,,,,,,,,,,R16 (4x)
1974,36,22,14,61.1%,45-29,60.8%,364-295,55.2%,3-2,60.0%,0,,,,,,,,,,,,W (New South Wales)
1973,68,35,33,51.5%,76-64,54.3%,652-605,51.9%,12-8,60.0%,0,,,,,,,,,,,,F (St. Louis)
1972,70,42,28,60.0%,88-57,60.7%,707-601,54.1%,4-2,66.7%,0,,,,,,,,,,,,W (Wimbledon Plate)
1971,17,3,14,17.6%,11-28,28.2%,149-208,41.7%,1-4,20.0%,0,,,,,,,,,,,,QF (3x)
1970,73,49,24,67.1%,107-58,64.8%,836-678,55.2%,0-0,-,0,,,,,,,,,,,,F (2x)
1969,96,66,30,68.8%,140-65,68.3%,1142-808,58.6%,0-0,-,0,,,,,,,,,,,,W (4x)
1968,71,53,18,74.6%,113-43,72.4%,897-609,59.6%,0-0,-,0,,,,,,,,,,,,W (4x)
1967,65,42,23,64.6%,91-51,64.1%,736-577,56.1%,0-0,-,0,,,,,,,,,,,,W (Sydney Manly)
1966,76,54,22,71.1%,112-53,67.9%,895-667,57.3%,0-0,-,0,,,,,,,,,,,,W (2x)
1965,9,2,7,22.2%,7-14,33.3%,96-123,43.8%,0-0,-,0,,,,,,,,,,,,SF (Sydney Seaside)
1964,9,3,6,33.3%,6-13,31.6%,96-109,46.8%,0-0,-,0,,,,,,,,,,,,SF (Brisbane Hard)
Career,623,390,233,62.6%,832-504,62.3%,6881-5566,55.3%,26-20,56.5%,0,,,,,,,,,,,,
