Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Santiago R32,L vs Darderi,71.2%,43.8%,4.0%,3/2,2.20,12.3%,62.2%,52.2%,5.4%,2.01,21.4%,86.0%,34.9%,2.0%,2.47,0.0%
2024 Cordoba F,L vs Darderi,66.0%,45.5%,12.0%,4/2,2.38,6.4%,55.6%,40.0%,7.4%,2.41,6.5%,78.3%,50.0%,17.4%,2.31,6.3%
2024 Cordoba SF,W vs Coria,86.4%,43.9%,0.0%,0/0,2.28,0.0%,91.8%,44.4%,0.0%,2.11,0.0%,75.0%,41.7%,0.0%,2.57,0.0%
2021 US Open R32,L vs Van De Zandschulp,66.7%,45.7%,3.8%,2/2,2.03,15.3%,58.3%,25.7%,3.3%,1.99,22.8%,87.5%,65.7%,5.0%,2.11,0.0%
2021 Santiago F,L vs Garin,60.0%,52.4%,1.0%,0/1,1.97,4.0%,56.5%,51.3%,1.4%,1.96,5.6%,70.6%,54.2%,0.0%,1.99,2.6%
2017 Indian Wells R64,L vs Zverev,54.8%,37.5%,2.7%,0/2,2.21,2.2%,53.5%,39.1%,0.0%,1.93,5.0%,65.4%,35.3%,7.7%,2.42,0.0%
2016 Medellin CH F,W vs Zampieri,69.1%,52.6%,1.8%,0/2,2.28,3.9%,70.1%,44.7%,0.0%,2.04,8.3%,80.6%,65.5%,5.6%,2.50,0.0%
2016 Braunschweig CH R16,L vs Zverev,68.9%,41.9%,3.3%,0/3,2.05,5.8%,58.3%,40.0%,5.0%,1.88,5.9%,93.1%,44.4%,0.0%,2.31,5.7%
2016 Marrakech R32,W vs Ouahab,68.1%,57.4%,0.0%,0/0,2.15,17.1%,63.2%,58.3%,0.0%,1.94,37.5%,88.5%,56.5%,0.0%,2.34,0.0%
2015 Campinas CH SF,L vs Schwartzman,80.8%,44.1%,2.7%,1/1,2.20,12.9%,80.4%,29.7%,2.2%,2.15,20.0%,91.7%,68.2%,4.2%,2.30,0.0%
2014 Caltanissetta CH R16,W vs Cecchinato,63.7%,43.1%,1.3%,1/0,2.19,7.4%,73.1%,39.5%,0.0%,1.99,11.1%,68.4%,53.8%,5.3%,2.61,0.0%
Career (11 matches),,68.4%,46.4%,2.7%,42.3%,2.16,8.0%,65.6%,42.4%,2.2%,2.03,12.7%,81.4%,52.1%,4.0%,2.33,1.4%
