Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,31,8,23,25.8%,30-58,34.1%,378-476,44.3%,5-9,35.7%,29,73.4%,15.9%,7.7%,4.1%,61.9%,67.0%,48.7%,60.0%,33.4%,47.0%,0.83
Clay,98,37,61,37.8%,92-135,40.5%,1053-1178,47.2%,14-25,35.9%,98,73.6%,20.7%,5.5%,3.8%,61.9%,67.0%,50.3%,60.6%,36.9%,48.9%,0.94
Grass,5,0,5,0.0%,3-15,16.7%,79-104,43.2%,0-5,0.0%,5,78.9%,11.1%,6.2%,4.0%,61.4%,68.1%,47.6%,60.2%,31.0%,46.6%,0.78
Grand Slams,22,5,17,22.7%,24-53,31.2%,336-426,44.1%,3-10,23.1%,22,73.6%,15.6%,6.0%,4.1%,61.9%,67.6%,46.3%,59.5%,33.4%,46.9%,0.82
Masters,14,5,9,35.7%,12-21,36.4%,136-174,43.9%,2-2,50.0%,14,73.9%,13.7%,7.1%,3.3%,61.7%,66.6%,50.5%,60.4%,33.3%,47.2%,0.84
Other Tours,97,35,62,36.1%,89-132,40.3%,1032-1145,47.4%,14-27,34.1%,96,73.9%,20.9%,6.0%,3.9%,61.9%,66.9%,50.9%,60.8%,36.9%,49.0%,0.94
Best of 5,22,5,17,22.7%,24-53,31.2%,336-426,44.1%,3-10,23.1%,22,73.6%,15.6%,6.0%,4.1%,61.9%,67.6%,46.3%,59.5%,33.4%,46.9%,0.82
Best of 3,112,40,72,35.7%,101-155,39.5%,1174-1332,46.8%,16-29,35.6%,110,73.9%,20.0%,6.1%,3.9%,61.9%,66.9%,50.8%,60.8%,36.4%,48.8%,0.93
Finals,2,0,2,0.0%,1-4,20.0%,21-31,40.4%,1-0,100.0%,2,68.0%,11.5%,5.4%,4.2%,57.8%,62.5%,50.0%,57.2%,32.3%,45.2%,0.75
Semi-finals,3,2,1,66.7%,5-2,71.4%,41-34,54.7%,0-0,-,3,82.1%,25.0%,5.9%,2.2%,58.5%,74.7%,47.3%,63.3%,40.3%,52.7%,1.10
Quarter-finals,9,3,6,33.3%,7-13,35.0%,78-101,43.6%,0-0,-,9,67.0%,19.3%,4.5%,2.8%,62.3%,62.1%,50.2%,57.6%,35.4%,47.0%,0.84
vs Righties,114,37,77,32.5%,105-181,36.7%,1295-1518,46.0%,16-35,31.4%,113,74.2%,18.3%,6.4%,3.9%,61.8%,67.6%,49.6%,60.7%,35.2%,48.2%,0.90
vs Lefties,20,8,12,40.0%,20-27,42.6%,215-240,47.3%,3-4,42.9%,19,71.1%,23.2%,4.0%,4.3%,62.4%,63.8%,51.0%,59.0%,39.0%,49.3%,0.95
vs Top 10,6,0,6,0.0%,0-14,0.0%,30-84,26.3%,0-0,-,6,39.3%,13.8%,4.2%,2.9%,66.2%,51.0%,39.2%,47.0%,33.2%,40.4%,0.63
