Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),390,120,182,1591,208,1513,140,1584,242,1363,,,,
2025,398,120,182,1591,198,1513,146,1584,243,1363,,,,
2024,144,414,122,1669,168,1539,94,1660,,,,,,
2023,242,255,178,1578,190,1507,141,1571,,,,,,
2022,89,603,117,1667,142,1580,90,1653,199,1422,,,,
2021,76,860,101,1687,174,1528,77,1683,198,1436,,,,
2020,125,531,117,1634,179,1486,98,1618,,,,,,
2019,137,405,177,1575,220,1472,133,1566,231,1386,215,305,,
2018,153,353,179,1555,212,1470,151,1538,221,1386,217,278,,
2017,181,285,124,1649,196,1491,92,1645,175,1448,162,443,108,1530
2016,56,835,103,1685,,,84,1673,167,1478,165,457,,
2015,140,428,171,1573,230,1433,135,1569,199,1427,237,290,,
2014,125,443,196,1545,253,1409,163,1531,,,105,684,,
2013,123,456,190,1556,275,1378,152,1553,,,107,740,,
2012,237,200,259,1466,310,1332,223,1458,,,160,433,,
2011,157,330,171,1576,287,1362,133,1573,169,1457,231,283,,
2010,242,195,319,1394,343,1280,268,1401,,,395,139,,
2009,374,104,,,,,,,,,379,143,,
2008,575,42,,,,,,,,,563,78,,
2007,961,10,,,,,,,,,761,40,,
