Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Santiago R32,L vs Darderi,0.86,0.93,84.5,3.4,0.0%,63.3%,20.0%,78.2%,32.8%,31.1%
2024 Cordoba F,L vs Darderi,1.09,0.63,47.5,2.0,3.2%,51.6%,3.4%,44.8%,29.6%,30.4%
2024 Cordoba SF,W vs Coria,1.22,1.34,59.4,2.3,9.5%,69.0%,2.6%,59.0%,37.1%,41.9%
2022 US Open R128,L vs Korda,0.97,0.82,47.0,6.1,3.0%,58.2%,3.2%,55.6%,38.9%,33.3%
2022 Wimbledon R128,L vs Novak,1.00,0.72,47.9,2.4,2.6%,55.1%,8.2%,64.4%,29.5%,28.6%
2021 US Open R32,L vs Van De Zandschulp,0.98,0.73,33.5,3.9,3.3%,41.7%,5.2%,63.8%,27.8%,43.1%
2021 US Open R64,W vs Trungelliti,1.08,1.32,44.0,2.5,6.5%,59.7%,7.3%,78.2%,33.8%,44.3%
2021 US Open R128,W vs Daniel,1.40,1.99,24.8,2.0,9.3%,67.4%,8.6%,68.6%,47.2%,43.3%
2021 Wimbledon R128,L vs Kecmanovic,0.95,0.74,43.0,2.3,8.3%,56.9%,12.5%,68.8%,32.2%,25.9%
2021 Roland Garros R64,L vs Struff,0.96,0.68,39.1,2.3,3.4%,59.3%,3.8%,64.2%,28.8%,26.0%
2021 Roland Garros R128,W vs Bonzi,1.01,1.54,31.8,2.8,5.8%,75.0%,4.4%,66.7%,43.1%,45.5%
2021 Santiago F,L vs Garin,0.96,0.85,76.7,4.0,5.4%,57.1%,10.0%,68.0%,30.4%,36.7%
2019 Umag QF,L vs Caruso,0.82,0.50,29.8,2.1,-,45.2%,-,48.3%,25.9%,38.5%
2019 Lisboa CH F,L vs Carballes Baena,0.94,0.80,58.8,21.5,-,58.7%,-,61.0%,33.3%,35.7%
2019 Braga CH QF,W vs Griekspoor,1.14,1.41,32.9,2.6,-,62.7%,-,60.0%,50.9%,44.2%
2019 Braga CH R32,W vs Nejedly,1.00,1.51,39.9,2.0,3.7%,51.9%,4.0%,68.0%,56.5%,65.2%
2019 Tunis CH R32,L vs Tatlot,0.95,0.77,59.8,2.4,5.4%,40.5%,11.8%,67.6%,35.1%,40.0%
2019 Marrakech R32,L vs Munar,0.76,0.65,47.0,2.1,0.0%,48.4%,7.7%,76.9%,34.3%,31.3%
2019 Marrakech Q2,W vs Ymer,1.32,1.18,74.9,6.3,5.5%,47.3%,11.5%,63.5%,41.9%,38.5%
2019 Marrakech Q1,W vs Troicki,1.23,1.20,63.8,3.2,7.8%,52.9%,2.0%,68.0%,43.6%,33.3%
2024 (3 matches),,1.02,0.93,68.9,2.5,3.8%,62.4%,10.6%,64.2%,33.3%,33.9%
2022 (2 matches),,0.99,0.79,47.4,3.4,2.8%,56.6%,5.9%,60.3%,34.6%,31.1%
2021 (7 matches),,1.03,1.01,42.6,2.7,5.9%,58.9%,7.5%,68.3%,34.2%,37.7%
2019 (27 matches),,1.02,1.03,53.6,2.7,2.9%,56.5%,8.2%,66.8%,37.6%,40.0%
2018 (47 matches),,1.00,1.04,59.3,3.0,3.3%,62.6%,7.0%,61.7%,38.9%,40.0%
Career (325 matches),,1.03,1.06,56.1,2.8,3.3%,60.7%,6.6%,63.8%,38.3%,40.2%
