Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Santiago R32,L vs Darderi,4.7,5.1,4.4,48.5%,50.0%,63.3%,46.4%,53.1%,17.3%,7.0,3.1,4.0,2.2
2024 Cordoba F,L vs Darderi,4.6,4.8,4.4,37.9%,48.3%,30.0%,38.5%,50.7%,16.3%,-1.0,-1.1,-6.5,-7.6
2024 Cordoba SF,W vs Coria,5.5,5.2,6.0,59.7%,52.6%,37.5%,52.2%,56.3%,16.8%,7.0,3.9,-9.5,-7.6
2021 US Open R32,L vs Van De Zandschulp,4.3,4.5,4.1,44.8%,51.1%,29.2%,44.4%,60.5%,15.5%,-0.5,-0.2,-5.0,-3.9
2021 Santiago F,L vs Garin,3.4,3.8,3.1,44.9%,53.3%,50.0%,58.3%,68.3%,12.5%,9.0,5.0,1.5,2.0
2017 Indian Wells R64,L vs Zverev,3.3,3.3,3.2,48.5%,41.4%,42.9%,50.0%,51.6%,14.0%,-4.0,-4.4,-4.0,-5.3
2016 Medellin CH F,W vs Zampieri,3.4,3.2,3.6,48.0%,63.0%,66.7%,75.0%,71.9%,12.0%,12.5,6.9,1.5,2.3
2016 Braunschweig CH R16,L vs Zverev,4.7,5.3,4.0,50.5%,46.8%,51.6%,33.3%,65.2%,15.0%,6.0,2.7,-7.0,-6.6
2016 Marrakech R32,W vs Ouahab,3.1,2.9,3.3,53.1%,67.6%,66.7%,33.3%,56.3%,7.2%,13.5,16.3,5.5,8.6
2015 Campinas CH SF,L vs Schwartzman,5.2,5.0,5.4,51.1%,42.9%,40.0%,45.8%,47.1%,5.7%,-13.5,-8.2,-9.0,-5.0
2014 Caltanissetta CH R16,W vs Cecchinato,3.8,4.1,3.4,50.5%,44.4%,37.5%,81.8%,46.6%,12.1%,-3.0,-2.8,-5.0,-4.5
Career (11 matches),,4.2,4.4,4.0,48.6%,51.5%,47.1%,49.1%,57.2%,13.4%,3.0,1.9,-3.0,-2.8
