Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,9,1,8,11.1%,5,1,4,20.0%,2012,2024,R128,9,0.88,8.8%,2.9%,64.4%,67.4%,50.5%,61.4%,34.0%,60.0%,40.4%
Roland Garros,15,Clay,29,14,15,48.3%,5,2,3,40.0%,2011,2025,R64,26,0.97,4.0%,3.0%,65.0%,66.2%,46.2%,59.2%,39.5%,60.2%,39.8%
Wimbledon,10,Grass,10,0,10,0.0%,8,0,8,0.0%,2011,2025,R128,8,0.74,6.3%,4.3%,61.1%,68.3%,46.1%,59.7%,30.0%,68.7%,29.3%
US Open,15,Hard,33,18,15,54.5%,14,6,8,42.9%,2010,2025,R32,28,1.01,6.9%,4.8%,60.8%,70.2%,50.5%,62.4%,37.9%,60.9%,41.6%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Davis Cup,1,,1,0,1,0.0%,0,0,0,-,2023,2023,,0,,,,,,,,,,
Kitzbuhel,6,Clay,12,6,6,50.0%,7,0,7,0.0%,2013,2025,R32,12,1.05,6.8%,3.7%,61.1%,70.0%,50.8%,62.5%,39.5%,64.5%,45.7%
Gstaad,8,Clay,17,9,8,52.9%,6,3,3,50.0%,2013,2025,QF,15,1.03,6.3%,4.2%,64.7%,69.8%,54.4%,64.4%,36.7%,63.5%,34.2%
Rome Masters,2,Clay,6,4,2,66.7%,3,3,0,100.0%,2020,2024,R64,6,1.10,7.4%,2.8%,62.6%,68.9%,56.2%,64.1%,39.5%,64.1%,48.5%
Barcelona,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2016,2024,R64,2,0.88,1.6%,4.8%,60.2%,66.1%,44.6%,57.5%,37.3%,60.0%,33.3%
Indian Wells Masters,4,Hard,7,3,4,42.9%,2,1,1,50.0%,2017,2024,R64,7,0.92,5.4%,4.0%,61.6%,67.9%,47.9%,60.2%,36.4%,67.7%,32.6%
Santiago,9,Clay,21,11,10,52.4%,12,5,7,41.7%,2010,2024,F,21,1.05,6.1%,4.9%,60.8%,69.9%,52.5%,63.1%,38.8%,60.1%,42.3%
