Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,5,1,4,20.0%,4-6,40.0%,49-52,48.5%,1-3,25.0%,0,,,,,,,,,,,,
2018,3,1,2,33.3%,2-5,28.6%,25-37,40.3%,0-0,-,3,61.3%,19.4%,2.5%,3.0%,59.6%,62.8%,40.2%,53.7%,37.4%,45.4%,0.81,
2017,3,0,3,0.0%,1-6,14.3%,26-39,40.0%,0-0,-,3,53.1%,24.2%,0.9%,1.8%,54.2%,59.8%,45.6%,53.3%,41.4%,47.2%,0.89,
2016,7,3,4,42.9%,7-8,46.7%,70-74,48.6%,0-2,0.0%,4,65.0%,35.1%,4.4%,4.8%,58.7%,66.2%,35.6%,53.6%,43.4%,48.5%,0.94,R16 (2x)
2014,7,5,2,71.4%,10-5,66.7%,73-54,57.5%,0-0,-,3,-,-,4.1%,4.5%,53.4%,68.6%,36.9%,53.8%,36.9%,45.8%,0.80,R16 (Bogota)
2013,3,1,2,33.3%,3-3,50.0%,28-32,46.7%,1-0,100.0%,0,,,,,,,,,,,,
2012,3,3,0,100.0%,6-1,85.7%,39-22,63.9%,1-0,100.0%,0,,,,,,,,,,,,
2011,5,1,4,20.0%,4-8,33.3%,47-60,43.9%,0-1,0.0%,2,-,-,2.9%,3.7%,61.8%,57.1%,36.5%,49.3%,34.2%,42.2%,0.67,
2010,2,1,1,50.0%,2-3,40.0%,25-24,51.0%,0-1,0.0%,0,,,,,,,,,,,,
2009,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,
2008,2,1,1,50.0%,2-3,40.0%,23-26,46.9%,0-0,-,0,,,,,,,,,,,,R16 (Tashkent)
Career,41,17,24,41.5%,41-50,45.1%,412-432,48.8%,3-7,30.0%,15,60.2%,26.7%,3.0%,3.6%,57.2%,63.4%,39.2%,53.0%,39.4%,46.3%,0.84,
