Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,3,4,42.9%,7-7,50.0%,61-61,50.0%,0-0,-,7,54.1%,45.2%,0.0%,4.3%,60.5%,55.8%,44.3%,51.2%,47.0%,49.2%,0.96,QF (W35 Antalya)
2025,65,38,27,58.5%,80-61,56.7%,655-568,53.6%,3-6,33.3%,65,64.7%,41.3%,2.4%,3.3%,61.5%,62.9%,45.8%,56.3%,46.0%,51.0%,1.05,W (W35 Antalya)
2024,47,22,25,46.8%,53-55,49.1%,496-504,49.6%,5-5,50.0%,0,,,,,,,,,,,,SF (2x)
2023,30,13,17,43.3%,28-38,42.4%,289-327,46.9%,6-3,66.7%,0,,,,,,,,,,,,SF (W60 Prerov)
2022,38,14,24,36.8%,30-51,37.0%,329-403,44.9%,4-4,50.0%,0,,,,,,,,,,,,SF (2x)
2021,49,25,24,51.0%,59-55,51.8%,506-517,49.5%,3-5,37.5%,0,,,,,,,,,,,,F (W25 Frydek Mistek)
2020,14,3,11,21.4%,7-22,24.1%,106-158,40.2%,1-1,50.0%,0,,,,,,,,,,,,QF (W15 Heraklion)
2019,40,17,23,42.5%,37-50,42.5%,378-439,46.3%,4-6,40.0%,0,,,,,,,,,,,,F (W25 Gwalior)
2018,36,17,19,47.2%,36-39,48.0%,341-343,49.9%,2-5,28.6%,1,55.6%,11.1%,0.0%,0.0%,65.5%,52.6%,60.0%,55.2%,36.8%,46.1%,0.82,F (Antalya $15K)
2017,40,16,24,40.0%,39-53,42.4%,410-459,47.2%,5-9,35.7%,0,,,,,,,,,,,,W (Antalya $15K)
2016,36,16,20,44.4%,39-45,46.4%,373-393,48.7%,4-5,44.4%,0,,,,,,,,,,,,SF (Rome $25K)
2015,64,34,30,53.1%,77-67,53.5%,689-658,51.2%,6-12,33.3%,0,,,,,,,,,,,,F (Equeurdreville $25K)
2014,40,20,20,50.0%,48-44,52.2%,430-429,50.1%,5-5,50.0%,0,,,,,,,,,,,,W (Lucknow 15K)
2013,68,41,27,60.3%,90-64,58.4%,736-672,52.3%,9-6,60.0%,0,,,,,,,,,,,,F (2x)
2012,30,10,20,33.3%,26-43,37.7%,295-356,45.3%,6-1,85.7%,0,,,,,,,,,,,,SF (Astana 100K)
2011,51,29,22,56.9%,68-56,54.8%,580-565,50.7%,12-7,63.2%,0,,,,,,,,,,,,F (Kharkiv 25K)
2010,38,20,18,52.6%,43-46,48.3%,393-417,48.5%,6-4,60.0%,0,,,,,,,,,,,,F (2x)
2009,33,13,20,39.4%,31-45,40.8%,308-363,45.9%,1-5,16.7%,0,,,,,,,,,,,,F (Tbilisi 25K)
2008,38,21,17,55.3%,47-43,52.2%,421-401,51.2%,4-2,66.7%,0,,,,,,,,,,,,F (Penza 50K)
2007,26,12,14,46.2%,27-29,48.2%,265-251,51.4%,3-2,60.0%,0,,,,,,,,,,,,SF (2x)
2006,17,11,6,64.7%,25-13,65.8%,190-128,59.7%,0-0,-,0,,,,,,,,,,,,F (Baku 10K)
2005,4,1,3,25.0%,2-7,22.2%,30-47,39.0%,0-0,-,0,,,,,,,,,,,,R16 (Antalya 1 10K)
2004,3,1,2,33.3%,2-5,28.6%,30-34,46.9%,0-0,-,0,,,,,,,,,,,,R16 (Tbilisi 10K)
Career,814,397,417,48.8%,901-938,49.0%,8311-8493,49.5%,89-93,48.9%,73,63.7%,41.3%,2.1%,3.3%,61.5%,62.1%,45.9%,55.8%,45.9%,50.8%,1.04,
