Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,17,9,8,52.9%,4,2,2,50.0%,2010,2022,R128,14,0.94,3.1%,3.3%,67.0%,65.0%,53.2%,61.1%,36.6%,50.0%,46.4%
Roland Garros,4,Clay,5,1,4,20.0%,2,0,2,0.0%,2015,2022,R128,4,0.86,1.1%,5.0%,60.7%,59.8%,47.2%,54.8%,38.6%,63.8%,38.5%
Wimbledon,4,Grass,4,0,4,0.0%,1,0,1,0.0%,2012,2022,R128,2,0.80,1.9%,6.7%,59.8%,60.8%,38.1%,51.7%,38.5%,53.6%,30.0%
US Open,6,Hard,9,3,6,33.3%,3,2,1,66.7%,2012,2022,R128,7,0.90,4.4%,4.1%,60.9%,62.5%,54.4%,59.3%,36.5%,58.6%,42.0%
Davis Cup,8,,21,14,7,66.7%,7,4,3,57.1%,2009,2023,,5,0.93,3.5%,3.7%,65.9%,67.5%,50.0%,61.6%,35.7%,59.5%,43.9%
Chennai,7,Hard,17,9,8,52.9%,3,2,1,66.7%,2009,2017,QF,14,1.07,3.6%,5.1%,60.5%,67.0%,55.1%,62.3%,40.3%,55.8%,46.9%
Dubai,5,Hard,9,4,5,44.4%,2,1,1,50.0%,2016,2023,R32,9,1.00,5.4%,5.4%,64.7%,70.9%,48.7%,63.1%,36.9%,58.0%,39.6%
Miami Masters,4,Hard,7,3,4,42.9%,1,0,1,0.0%,2009,2018,R64,7,0.93,2.3%,4.2%,59.5%,60.4%,55.2%,58.2%,38.9%,59.6%,32.7%
Pune,3,Hard,6,3,3,50.0%,1,0,1,0.0%,2018,2023,R16,6,1.06,3.7%,4.7%,61.0%,72.4%,49.0%,63.3%,39.0%,65.0%,36.2%
Washington,2,Hard,6,4,2,66.7%,2,0,2,0.0%,2014,2017,QF,6,1.21,3.6%,4.5%,65.8%,73.1%,48.3%,64.6%,43.0%,42.9%,41.1%
San Jose,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2010,2012,Q3,4,0.93,5.3%,2.7%,64.1%,67.4%,49.1%,60.8%,36.4%,61.5%,38.1%
