Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,54,26,28,48.1%,65-75,46.4%,661-674,49.5%,3-12,20.0%,40,72.6%,24.7%,3.3%,4.5%,64.5%,65.8%,49.2%,59.9%,37.4%,48.7%,0.93
Clay,3,1,2,33.3%,2-7,22.2%,40-55,42.1%,2-1,66.7%,1,38.5%,28.6%,0.0%,5.7%,60.0%,49.2%,38.1%,44.8%,42.7%,43.8%,0.77
Grass,4,1,3,25.0%,3-6,33.3%,32-46,41.0%,0-0,-,4,58.5%,22.0%,2.7%,6.1%,59.5%,58.9%,46.2%,53.7%,36.0%,45.5%,0.78
Grand Slams,6,0,6,0.0%,1-18,5.3%,71-115,38.2%,0-3,0.0%,6,57.8%,20.4%,1.7%,4.7%,63.7%,57.1%,44.4%,52.5%,35.4%,44.5%,0.74
Masters,6,3,3,50.0%,7-6,53.8%,69-67,50.7%,1-1,50.0%,6,71.2%,30.9%,2.9%,4.9%,63.9%,63.5%,50.3%,58.8%,41.1%,50.1%,1.00
Other Tours,28,11,17,39.3%,26-36,41.9%,278-300,48.1%,0-6,0.0%,28,73.0%,24.4%,3.7%,4.8%,63.5%,67.1%,49.2%,60.5%,37.7%,49.1%,0.96
Best of 5,18,6,12,33.3%,21-39,35.0%,262-304,46.3%,1-5,16.7%,8,64.6%,21.8%,2.0%,4.4%,65.0%,60.4%,45.9%,55.3%,35.8%,46.0%,0.80
Best of 3,43,22,21,51.2%,49-49,50.0%,471-471,50.0%,4-8,33.3%,37,72.7%,25.5%,3.6%,4.8%,63.5%,66.4%,49.4%,60.2%,38.0%,49.1%,0.96
Quarter-finals,2,0,2,0.0%,1-4,20.0%,19-28,40.4%,0-0,-,2,78.3%,4.2%,4.7%,5.5%,64.8%,73.5%,48.9%,64.8%,27.5%,45.5%,0.78
vs Righties,53,24,29,45.3%,60-76,44.1%,628-678,48.1%,4-11,26.7%,40,70.9%,23.7%,3.4%,4.7%,63.9%,65.1%,48.6%,59.2%,37.0%,48.2%,0.91
vs Lefties,5,1,4,20.0%,4-12,25.0%,68-89,43.3%,1-2,33.3%,4,67.7%,23.8%,1.4%,4.2%,63.0%,61.2%,47.5%,56.1%,37.8%,47.3%,0.86
vs Top 10,4,0,4,0.0%,0-10,0.0%,29-62,31.9%,0-1,0.0%,4,59.1%,6.5%,3.6%,4.6%,62.5%,58.9%,45.7%,53.9%,23.5%,39.7%,0.51
