Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2018 Antwerp R32,L vs Caruso,0.95,0.83,58.8,3.7,3.8%,58.5%,2.0%,53.1%,38.5%,38.8%
2018 US Open R128,L vs Herbert,0.93,0.76,34.1,2.0,0.0%,59.7%,0.0%,49.2%,31.6%,43.1%
2018 Wimbledon R128,L vs Fabbiano,0.90,0.76,34.1,3.5,4.3%,52.2%,1.5%,51.5%,40.0%,41.5%
2018 Queen's Club Q2,W vs Fritz,1.18,1.61,35.6,2.2,7.1%,67.9%,3.8%,57.7%,43.8%,58.1%
2018 Queen's Club Q1,W vs Ward,1.07,1.32,58.2,4.4,0.0%,63.8%,0.0%,62.8%,43.2%,47.5%
2018 s Hertogenbosch R32,L vs Medvedev,0.89,0.47,36.5,2.1,0.0%,56.7%,3.4%,48.3%,29.2%,20.0%
2018 Surbiton CH QF,L vs De Minaur,1.07,0.71,55.8,2.0,0.0%,45.2%,3.3%,63.3%,24.2%,36.7%
2018 Surbiton CH R16,W vs Bolt,1.30,1.38,41.4,2.2,2.2%,55.6%,2.3%,62.8%,40.0%,47.2%
2018 Surbiton CH R32,W vs Kokkinakis,1.12,1.41,52.3,2.1,0.0%,67.6%,3.1%,65.6%,51.3%,31.4%
2018 Roland Garros R128,L vs Bemelmans,0.99,0.77,32.0,2.5,0.0%,43.6%,0.0%,46.0%,45.3%,40.0%
2018 Taipei CH F,W vs Ramanathan,1.17,1.47,49.4,2.0,0.0%,70.6%,3.1%,62.5%,31.3%,53.3%
2018 Taipei CH SF,W vs Ito,1.24,1.34,57.9,4.4,8.0%,72.0%,6.5%,54.3%,36.6%,42.1%
2018 Taipei CH QF,W vs Lo,1.25,1.72,37.7,2.1,0.0%,65.5%,8.0%,68.0%,46.7%,44.8%
2018 Taipei CH R16,W vs Bachinger,1.49,1.73,39.7,2.1,0.0%,57.1%,0.0%,68.8%,39.4%,48.3%
2018 Miami R64,L vs Sock,0.99,0.75,53.4,2.0,5.3%,55.3%,0.0%,48.5%,25.0%,50.0%
2018 Miami R128,W vs Basic,1.05,1.30,53.7,2.3,2.9%,60.0%,3.2%,64.5%,48.8%,44.7%
2018 Indian Wells R32,L vs Querrey,1.01,0.81,62.9,4.7,3.2%,61.9%,3.4%,55.2%,33.3%,32.6%
2018 Indian Wells R64,W vs Pouille,1.10,1.50,46.9,2.1,6.5%,71.0%,0.0%,64.3%,42.9%,45.2%
2018 Indian Wells R128,W vs Mahut,1.00,1.27,52.9,3.5,2.9%,51.4%,5.9%,64.7%,59.5%,47.1%
2018 Dubai Q2,L vs Maden,0.69,0.35,31.8,2.1,0.0%,35.3%,0.0%,35.3%,24.1%,42.3%
2018 (29 matches),,1.04,1.08,47.3,2.6,2.2%,61.8%,2.8%,57.5%,40.6%,42.8%
2017 (55 matches),,1.06,1.26,53.6,2.7,3.6%,64.8%,3.1%,64.1%,41.2%,43.5%
2016 (18 matches),,0.95,0.95,54.9,2.8,2.4%,60.2%,3.2%,57.3%,36.7%,45.6%
2015 (28 matches),,1.01,1.17,48.2,2.7,6.3%,66.6%,4.6%,62.3%,42.3%,39.4%
2014 (11 matches),,0.97,1.09,56.8,3.1,2.2%,60.5%,1.8%,60.8%,43.7%,45.1%
Career (172 matches),,1.03,1.13,52.1,2.7,3.4%,62.9%,3.1%,61.3%,40.6%,43.0%
